EVENT,DATE,BOUT,FIGHTER_A,FIGHTER_B,WINNER,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,FIGHT_URL
UFC 257: Poirier vs. McGregor,"January 23, 2021",Julianna Pena vs. Sara McMann,Julianna Pena,Sara McMann,Julianna Pena,W/L,Women's Bantamweight,,3,3:39,http://www.ufcstats.com/fight-details/83da743f6dda7dcc
UFC 257: Poirier vs. McGregor,"January 23, 2021",Marcin Prachnio vs. Khalil Rountree Jr.,Marcin Prachnio,Khalil Rountree Jr.,Marcin Prachnio,W/L,Light Heavyweight,,3,5:00,http://www.ufcstats.com/fight-details/c597fd8bb66d54d8
UFC 257: Poirier vs. McGregor,"January 23, 2021",Movsar Evloev vs. Nik Lentz,Movsar Evloev,Nik Lentz,Movsar Evloev,W/L,Catch Weight,,3,5:00,http://www.ufcstats.com/fight-details/f3ccbfd7036f3cf3
UFC 257: Poirier vs. McGregor,"January 23, 2021",Amir Albazi vs. Zhalgas Zhumagulov,Amir Albazi,Zhalgas Zhumagulov,Amir Albazi,W/L,Flyweight,,3,5:00,http://www.ufcstats.com/fight-details/aaf45b095452be23
UFC Fight Night: Chiesa vs. Magny,"January 20, 2021",Michael Chiesa vs. Neil Magny,Michael Chiesa,Neil Magny,Michael Chiesa,W/L,Welterweight,,5,5:00,http://www.ufcstats.com/fight-details/61bedad39b15db7a
UFC Fight Night: Chiesa vs. Magny,"January 20, 2021",Warlley Alves vs. Mounir Lazzez,Warlley Alves,Mounir Lazzez,Warlley Alves,W/L,Welterweight,,1,2:35,http://www.ufcstats.com/fight-details/dd34dd337e637767
UFC Fight Night: Chiesa vs. Magny,"January 20, 2021",Ike Villanueva vs. Vinicius Moreira,Ike Villanueva,Vinicius Moreira,Ike Villanueva,W/L,Light Heavyweight,,2,0:39,http://www.ufcstats.com/fight-details/4f6d3cdf2c77fb57
UFC Fight Night: Chiesa vs. Magny,"January 20, 2021",Viviane Araujo vs. Roxanne Modafferi,Viviane Araujo,Roxanne Modafferi,Viviane Araujo,W/L,Women's Flyweight,,3,5:00,http://www.ufcstats.com/fight-details/a003e8305d4dbdc8
UFC Fight Night: Chiesa vs. Magny,"January 20, 2021",Matt Schnell vs. Tyson Nam,Matt Schnell,Tyson Nam,Matt Schnell,W/L,Flyweight,,3,5:00,http://www.ufcstats.com/fight-details/57e784028ef2c17d
UFC Fight Night: Chiesa vs. Magny,"January 20, 2021",Lerone Murphy vs. Douglas Silva de Andrade,Lerone Murphy,Douglas Silva de Andrade,Lerone Murphy,W/L,Featherweight,,3,5:00,http://www.ufcstats.com/fight-details/d27ac1bc677b89cf
UFC Fight Night: Chiesa vs. Magny,"January 20, 2021",Omari Akhmedov vs. Tom Breese,Omari Akhmedov,Tom Breese,Omari Akhmedov,W/L,Middleweight,,2,1:41,http://www.ufcstats.com/fight-details/ac475de5a3d0d7e2
UFC Fight Night: Chiesa vs. Magny,"January 20, 2021",Ricky Simon vs. Gaetano Pirrello,Ricky Simon,Gaetano Pirrello,Ricky Simon,W/L,Bantamweight,,2,4:00,http://www.ufcstats.com/fight-details/4abcf14faa7f92f2
UFC Fight Night: Chiesa vs. Magny,"January 20, 2021",Sumudaerji vs. Zarrukh Adashev,Sumudaerji,Zarrukh Adashev,Sumudaerji,W/L,Flyweight,,3,5:00,http://www.ufcstats.com/fight-details/ddbe6fd66d7f9e35
UFC Fight Night: Chiesa vs. Magny,"January 20, 2021",Dalcha Lungiambula vs. Markus Perez,Dalcha Lungiambula,Markus Perez,Dalcha Lungiambula,W/L,Middleweight,,3,5:00,http://www.ufcstats.com/fight-details/76b61ff4c9760f79
UFC Fight Night: Chiesa vs. Magny,"January 20, 2021",Francisco Figueiredo vs. Jerome Rivera,Francisco Figueiredo,Jerome Rivera,Francisco Figueiredo,W/L,Flyweight,,3,5:00,http://www.ufcstats.com/fight-details/4e451881e0e47b05
UFC Fight Night: Chiesa vs. Magny,"January 20, 2021",Mike Davis vs. Mason Jones,Mike Davis,Mason Jones,Mike Davis,W/L,Lightweight,,3,5:00,http://www.ufcstats.com/fight-details/031e6624f96aceb8
UFC Fight Night: Chiesa vs. Magny,"January 20, 2021",Umar Nurmagomedov vs. Sergey Morozov,Umar Nurmagomedov,Sergey Morozov,Umar Nurmagomedov,W/L,Bantamweight,,2,3:39,http://www.ufcstats.com/fight-details/11558384f80f6506
UFC Fight Night: Chiesa vs. Magny,"January 20, 2021",Manon Fiorot vs. Victoria Leonardo,Manon Fiorot,Victoria Leonardo,Manon Fiorot,W/L,Women's Flyweight,,2,4:08,http://www.ufcstats.com/fight-details/ae38fb2a6b6a0cc1
UFC Fight Night: Holloway vs. Kattar,"January 16, 2021",Max Holloway vs. Calvin Kattar,Max Holloway,Calvin Kattar,Max Holloway,W/L,Featherweight,,5,5:00,http://www.ufcstats.com/fight-details/a4817b7e46028b4a
UFC Fight Night: Holloway vs. Kattar,"January 16, 2021",Carlos Condit vs. Matt Brown,Carlos Condit,Matt Brown,Carlos Condit,W/L,Welterweight,,3,5:00,http://www.ufcstats.com/fight-details/6b0da0b1cda7799f
UFC Fight Night: Holloway vs. Kattar,"January 16, 2021",Li Jingliang vs. Santiago Ponzinibbio,Li Jingliang,Santiago Ponzinibbio,Li Jingliang,W/L,Welterweight,,1,4:25,http://www.ufcstats.com/fight-details/aeb7ff8ce6e1beac
UFC Fight Night: Holloway vs. Kattar,"January 16, 2021",Alessio Di Chirico vs. Joaquin Buckley,Alessio Di Chirico,Joaquin Buckley,Alessio Di Chirico,W/L,Middleweight,,1,2:12,http://www.ufcstats.com/fight-details/775c1f401815bbd8
UFC Fight Night: Holloway vs. Kattar,"January 16, 2021",Punahele Soriano vs. Dusko Todorovic,Punahele Soriano,Dusko Todorovic,Punahele Soriano,W/L,Middleweight,,1,4:48,http://www.ufcstats.com/fight-details/358f816aff469270
UFC Fight Night: Holloway vs. Kattar,"January 16, 2021",Joselyne Edwards vs. Wu Yanan,Joselyne Edwards,Wu Yanan,Joselyne Edwards,W/L,Women's Bantamweight,,3,5:00,http://www.ufcstats.com/fight-details/97ad63e644757cf4
UFC Fight Night: Holloway vs. Kattar,"January 16, 2021",Carlos Felipe vs. Justin Tafa,Carlos Felipe,Justin Tafa,Carlos Felipe,W/L,Heavyweight,,3,5:00,http://www.ufcstats.com/fight-details/0165bd3c26f0c076
UFC Fight Night: Holloway vs. Kattar,"January 16, 2021",Ramazan Emeev vs. David Zawada,Ramazan Emeev,David Zawada,Ramazan Emeev,W/L,Welterweight,,3,5:00,http://www.ufcstats.com/fight-details/3fcd53eb27945231
UFC Fight Night: Holloway vs. Kattar,"January 16, 2021",Vanessa Melo vs. Sarah Moras,Vanessa Melo,Sarah Moras,Vanessa Melo,W/L,Women's Bantamweight,,3,5:00,http://www.ufcstats.com/fight-details/97c80f69ac312030
UFC Fight Night: Holloway vs. Kattar,"January 16, 2021",Austin Lingo vs. Jacob Kilburn,Austin Lingo,Jacob Kilburn,Austin Lingo,W/L,Featherweight,,3,5:00,http://www.ufcstats.com/fight-details/3d903bc35023f50a
UFC Fight Night: Thompson vs. Neal,"December 19, 2020",Stephen Thompson vs. Geoff Neal,Stephen Thompson,Geoff Neal,Stephen Thompson,W/L,Welterweight,,5,5:00,http://www.ufcstats.com/fight-details/c7375d5db21cbaae
UFC Fight Night: Thompson vs. Neal,"December 19, 2020",Jose Aldo vs. Marlon Vera,Jose Aldo,Marlon Vera,Jose Aldo,W/L,Bantamweight,,3,5:00,http://www.ufcstats.com/fight-details/014f1da2083ca174
UFC Fight Night: Thompson vs. Neal,"December 19, 2020",Michel Pereira vs. Khaos Williams,Michel Pereira,Khaos Williams,Michel Pereira,W/L,Welterweight,,3,5:00,http://www.ufcstats.com/fight-details/3d35eb2d46bf74de
UFC Fight Night: Thompson vs. Neal,"December 19, 2020",Rob Font vs. Marlon Moraes,Rob Font,Marlon Moraes,Rob Font,W/L,Bantamweight,,1,3:47,http://www.ufcstats.com/fight-details/8955ea3c7c332e6c
UFC Fight Night: Thompson vs. Neal,"December 19, 2020",Marcin Tybura vs. Greg Hardy,Marcin Tybura,Greg Hardy,Marcin Tybura,W/L,Heavyweight,,2,4:31,http://www.ufcstats.com/fight-details/cd150cd28738a7c5
UFC Fight Night: Thompson vs. Neal,"December 19, 2020",Anthony Pettis vs. Alex Morono,Anthony Pettis,Alex Morono,Anthony Pettis,W/L,Welterweight,,3,5:00,http://www.ufcstats.com/fight-details/1c4602efe5587902
UFC Fight Night: Thompson vs. Neal,"December 19, 2020",Pannie Kianzad vs. Sijara Eubanks,Pannie Kianzad,Sijara Eubanks,Pannie Kianzad,W/L,Women's Bantamweight,,3,5:00,http://www.ufcstats.com/fight-details/4cb249714ff56656
UFC Fight Night: Thompson vs. Neal,"December 19, 2020",Deron Winn vs. Antonio Arroyo,Deron Winn,Antonio Arroyo,Deron Winn,W/L,Catch Weight,,3,5:00,http://www.ufcstats.com/fight-details/f004d3d50b78af50
UFC Fight Night: Thompson vs. Neal,"December 19, 2020",Taila Santos vs. Gillian Robertson,Taila Santos,Gillian Robertson,Taila Santos,W/L,Women's Flyweight,,3,5:00,http://www.ufcstats.com/fight-details/f2fb049980631302
UFC Fight Night: Thompson vs. Neal,"December 19, 2020",Tafon Nchukwi vs. Jamie Pickett,Tafon Nchukwi,Jamie Pickett,Tafon Nchukwi,W/L,Middleweight,,3,5:00,http://www.ufcstats.com/fight-details/0fe4906754b2d0f9
UFC Fight Night: Thompson vs. Neal,"December 19, 2020",Jimmy Flick vs. Cody Durden,Jimmy Flick,Cody Durden,Jimmy Flick,W/L,Flyweight,,1,3:18,http://www.ufcstats.com/fight-details/62e6eadbb2805760
UFC Fight Night: Thompson vs. Neal,"December 19, 2020",Christos Giagos vs. Carlton Minus,Christos Giagos,Carlton Minus,Christos Giagos,W/L,Catch Weight,,3,5:00,http://www.ufcstats.com/fight-details/8da75fd76a9b8e1d
UFC 256: Figueiredo vs. Moreno,"December 12, 2020",Deiveson Figueiredo vs. Brandon Moreno,Deiveson Figueiredo,Brandon Moreno,,D/D,Flyweight,,5,5:00,http://www.ufcstats.com/fight-details/c258996570faeec9
UFC 256: Figueiredo vs. Moreno,"December 12, 2020",Charles Oliveira vs. Tony Ferguson,Charles Oliveira,Tony Ferguson,Charles Oliveira,W/L,Lightweight,,3,5:00,http://www.ufcstats.com/fight-details/b7b867eb3c3cf163
UFC 256: Figueiredo vs. Moreno,"December 12, 2020",Mackenzie Dern vs. Virna Jandiroba,Mackenzie Dern,Virna Jandiroba,Mackenzie Dern,W/L,Women's Strawweight,,3,5:00,http://www.ufcstats.com/fight-details/27200d53ba9020b8
UFC 256: Figueiredo vs. Moreno,"December 12, 2020",Kevin Holland vs. Jacare Souza,Kevin Holland,Jacare Souza,Kevin Holland,W/L,Middleweight,,1,1:45,http://www.ufcstats.com/fight-details/4a172a5191cb8e60
UFC 256: Figueiredo vs. Moreno,"December 12, 2020",Ciryl Gane vs. Junior Dos Santos,Ciryl Gane,Junior Dos Santos,Ciryl Gane,W/L,Heavyweight,,2,2:34,http://www.ufcstats.com/fight-details/fe3ff5b1d9135add
UFC 256: Figueiredo vs. Moreno,"December 12, 2020",Cub Swanson vs. Daniel Pineda,Cub Swanson,Daniel Pineda,Cub Swanson,W/L,Featherweight,,2,1:52,http://www.ufcstats.com/fight-details/022bdd58cc6e571d
UFC 256: Figueiredo vs. Moreno,"December 12, 2020",Rafael Fiziev vs. Renato Moicano,Rafael Fiziev,Renato Moicano,Rafael Fiziev,W/L,Lightweight,,1,4:05,http://www.ufcstats.com/fight-details/cb7616f92a9a4e5b
UFC 256: Figueiredo vs. Moreno,"December 12, 2020",Gavin Tucker vs. Billy Quarantillo,Gavin Tucker,Billy Quarantillo,Gavin Tucker,W/L,Featherweight,,3,5:00,http://www.ufcstats.com/fight-details/87d0b767742d3239
UFC 256: Figueiredo vs. Moreno,"December 12, 2020",Tecia Pennington vs. Sam Hughes,Tecia Pennington,Sam Hughes,Tecia Pennington,W/L,Women's Strawweight,KO/TKO,1,5:00,http://www.ufcstats.com/fight-details/5ddf45e816a50fac
UFC 256: Figueiredo vs. Moreno,"December 12, 2020",Chase Hooper vs. Peter Barrett,Chase Hooper,Peter Barrett,Chase Hooper,W/L,Featherweight,,3,3:02,http://www.ufcstats.com/fight-details/33d52ac2d70b8415
UFC Fight Night: Hermansson vs. Vettori,"December 05, 2020",Marvin Vettori vs. Jack Hermansson,Marvin Vettori,Jack Hermansson,Marvin Vettori,W/L,Middleweight,,5,5:00,http://www.ufcstats.com/fight-details/2723f4d275d3f619
UFC Fight Night: Hermansson vs. Vettori,"December 05, 2020",Jamahal Hill vs. Ovince Saint Preux,Jamahal Hill,Ovince Saint Preux,Jamahal Hill,W/L,Light Heavyweight,,2,3:37,http://www.ufcstats.com/fight-details/8d4a475e48722fea
UFC Fight Night: Hermansson vs. Vettori,"December 05, 2020",Gabriel Benitez vs. Justin Jaynes,Gabriel Benitez,Justin Jaynes,Gabriel Benitez,W/L,Lightweight,,1,4:06,http://www.ufcstats.com/fight-details/46860358da8b8d82
UFC Fight Night: Hermansson vs. Vettori,"December 05, 2020",Roman Dolidze vs. John Allan,Roman Dolidze,John Allan,Roman Dolidze,W/L,Light Heavyweight,,3,5:00,http://www.ufcstats.com/fight-details/4478ee77a647ae9d
UFC Fight Night: Hermansson vs. Vettori,"December 05, 2020",Jordan Leavitt vs. Matt Wiman,Jordan Leavitt,Matt Wiman,Jordan Leavitt,W/L,Lightweight,,1,0:22,http://www.ufcstats.com/fight-details/856fab879c68ded7
UFC Fight Night: Hermansson vs. Vettori,"December 05, 2020",Louis Smolka vs. Jose Quinonez,Louis Smolka,Jose Quinonez,Louis Smolka,W/L,Bantamweight,,2,2:15,http://www.ufcstats.com/fight-details/771d8ce136a12a13
UFC Fight Night: Hermansson vs. Vettori,"December 05, 2020",Ilia Topuria vs. Damon Jackson,Ilia Topuria,Damon Jackson,Ilia Topuria,W/L,Featherweight,,1,2:38,http://www.ufcstats.com/fight-details/b1be8b41b1a4fd85
UFC Fight Night: Hermansson vs. Vettori,"December 05, 2020",Jake Collier vs. Gian Villante,Jake Collier,Gian Villante,Jake Collier,W/L,Heavyweight,,3,5:00,http://www.ufcstats.com/fight-details/c4d1c4b82cf34afb
UFC Fight Night: Smith vs. Clark,"November 28, 2020",Anthony Smith vs. Devin Clark,Anthony Smith,Devin Clark,Anthony Smith,W/L,Light Heavyweight,,1,2:34,http://www.ufcstats.com/fight-details/09a29fb09fe07559
UFC Fight Night: Smith vs. Clark,"November 28, 2020",Miguel Baeza vs. Takashi Sato,Miguel Baeza,Takashi Sato,Miguel Baeza,W/L,Welterweight,,2,4:28,http://www.ufcstats.com/fight-details/28b6ee9c3eb8b753
UFC Fight Night: Smith vs. Clark,"November 28, 2020",Parker Porter vs. Josh Parisian,Parker Porter,Josh Parisian,Parker Porter,W/L,Heavyweight,,3,5:00,http://www.ufcstats.com/fight-details/32a7da2f34ae3803
UFC Fight Night: Smith vs. Clark,"November 28, 2020",Bill Algeo vs. Spike Carlyle,Bill Algeo,Spike Carlyle,Bill Algeo,W/L,Featherweight,,3,5:00,http://www.ufcstats.com/fight-details/181c3312f14de5a8
UFC Fight Night: Smith vs. Clark,"November 28, 2020",Norma Dumont vs. Ashlee Evans-Smith,Norma Dumont,Ashlee Evans-Smith,Norma Dumont,W/L,Women's Bantamweight,,3,5:00,http://www.ufcstats.com/fight-details/2a7909acde26a240
UFC Fight Night: Smith vs. Clark,"November 28, 2020",Jonathan Pearce vs. Kai Kamaka III,Jonathan Pearce,Kai Kamaka III,Jonathan Pearce,W/L,Featherweight,,2,4:28,http://www.ufcstats.com/fight-details/4d56bcd82438e632
UFC Fight Night: Smith vs. Clark,"November 28, 2020",Anderson Dos Santos vs. Martin Day,Anderson Dos Santos,Martin Day,Anderson Dos Santos,W/L,Bantamweight,,1,4:35,http://www.ufcstats.com/fight-details/0c27552ea7bc8c8a
UFC Fight Night: Smith vs. Clark,"November 28, 2020",Gina Mazany vs. Rachael Ostovich,Gina Mazany,Rachael Ostovich,Gina Mazany,W/L,Women's Flyweight,,3,4:10,http://www.ufcstats.com/fight-details/711f00d287344c77
UFC Fight Night: Smith vs. Clark,"November 28, 2020",Sumudaerji vs. Malcolm Gordon,Sumudaerji,Malcolm Gordon,Sumudaerji,W/L,Flyweight,,1,0:44,http://www.ufcstats.com/fight-details/8868957c1735bcf0
UFC Fight Night: Smith vs. Clark,"November 28, 2020",Nate Maness vs. Luke Sanders,Nate Maness,Luke Sanders,Nate Maness,W/L,Catch Weight,,2,2:29,http://www.ufcstats.com/fight-details/e64d80dcc6853ea0
UFC 255: Figueiredo vs. Perez,"November 21, 2020",Deiveson Figueiredo vs. Alex Perez,Deiveson Figueiredo,Alex Perez,Deiveson Figueiredo,W/L,Flyweight,,1,1:57,http://www.ufcstats.com/fight-details/3c098e2946b4c824
UFC 255: Figueiredo vs. Perez,"November 21, 2020",Valentina Shevchenko vs. Jennifer Maia,Valentina Shevchenko,Jennifer Maia,Valentina Shevchenko,W/L,Women's Flyweight,,5,5:00,http://www.ufcstats.com/fight-details/c93eebe24aa0299d
UFC 255: Figueiredo vs. Perez,"November 21, 2020",Tim Means vs. Mike Perry,Tim Means,Mike Perry,Tim Means,W/L,Welterweight,,3,5:00,http://www.ufcstats.com/fight-details/2b13651b97f57b6c
UFC 255: Figueiredo vs. Perez,"November 21, 2020",Katlyn Cerminara vs. Cynthia Calvillo,Katlyn Cerminara,Cynthia Calvillo,Katlyn Cerminara,W/L,Women's Flyweight,,3,5:00,http://www.ufcstats.com/fight-details/08ef2ed7393efd24
UFC 255: Figueiredo vs. Perez,"November 21, 2020",Paul Craig vs. Mauricio Rua,Paul Craig,Mauricio Rua,Paul Craig,W/L,Light Heavyweight,,2,3:36,http://www.ufcstats.com/fight-details/1671723154d8e324
UFC 255: Figueiredo vs. Perez,"November 21, 2020",Brandon Moreno vs. Brandon Royval,Brandon Moreno,Brandon Royval,Brandon Moreno,W/L,Flyweight,,1,4:59,http://www.ufcstats.com/fight-details/8d5ea3bf3be7cb91
UFC 255: Figueiredo vs. Perez,"November 21, 2020",Joaquin Buckley vs. Jordan Wright,Joaquin Buckley,Jordan Wright,Joaquin Buckley,W/L,Middleweight,,2,0:18,http://www.ufcstats.com/fight-details/6c1b38dd918793ff
UFC 255: Figueiredo vs. Perez,"November 21, 2020",Antonina Shevchenko vs. Ariane da Silva,Antonina Shevchenko,Ariane da Silva,Antonina Shevchenko,W/L,Women's Flyweight,,2,4:33,http://www.ufcstats.com/fight-details/a485281be8e9d2e2
UFC 255: Figueiredo vs. Perez,"November 21, 2020",Nicolas Dalby vs. Daniel Rodriguez,Nicolas Dalby,Daniel Rodriguez,Nicolas Dalby,W/L,Welterweight,,3,5:00,http://www.ufcstats.com/fight-details/e22d5aab3d099c7c
UFC 255: Figueiredo vs. Perez,"November 21, 2020",Alan Jouban vs. Jared Gooden,Alan Jouban,Jared Gooden,Alan Jouban,W/L,Welterweight,,3,5:00,http://www.ufcstats.com/fight-details/a02764f92a84dd36
UFC 255: Figueiredo vs. Perez,"November 21, 2020",Kyle Daukaus vs. Dustin Stoltzfus,Kyle Daukaus,Dustin Stoltzfus,Kyle Daukaus,W/L,Middleweight,,3,5:00,http://www.ufcstats.com/fight-details/90eb22b9eb6ed2a8
UFC 255: Figueiredo vs. Perez,"November 21, 2020",Sasha Palatnikov vs. Louis Cosce,Sasha Palatnikov,Louis Cosce,Sasha Palatnikov,W/L,Welterweight,,3,2:47,http://www.ufcstats.com/fight-details/91afc389191d41fb
UFC Fight Night: Felder vs. Dos Anjos,"November 14, 2020",Rafael Dos Anjos vs. Paul Felder,Rafael Dos Anjos,Paul Felder,Rafael Dos Anjos,W/L,Lightweight,,5,5:00,http://www.ufcstats.com/fight-details/80cb3cf9134b677c
UFC Fight Night: Felder vs. Dos Anjos,"November 14, 2020",Khaos Williams vs. Abdul Razak Alhassan,Khaos Williams,Abdul Razak Alhassan,Khaos Williams,W/L,Welterweight,,1,0:30,http://www.ufcstats.com/fight-details/30eb24f7904c2128
UFC Fight Night: Felder vs. Dos Anjos,"November 14, 2020",Ashley Yoder vs. Miranda Granger,Ashley Yoder,Miranda Granger,Ashley Yoder,W/L,Women's Strawweight,,3,5:00,http://www.ufcstats.com/fight-details/34db1e0e2499e7ae
UFC Fight Night: Felder vs. Dos Anjos,"November 14, 2020",Sean Strickland vs. Brendan Allen,Sean Strickland,Brendan Allen,Sean Strickland,W/L,Catch Weight,,2,1:32,http://www.ufcstats.com/fight-details/fa6e8fa6c3f05e31
UFC Fight Night: Felder vs. Dos Anjos,"November 14, 2020",Cory McKenna vs. Kay Hansen,Cory McKenna,Kay Hansen,Cory McKenna,W/L,Women's Strawweight,,3,5:00,http://www.ufcstats.com/fight-details/742dc4196d329db0
UFC Fight Night: Felder vs. Dos Anjos,"November 14, 2020",Kanako Murata vs. Randa Markos,Kanako Murata,Randa Markos,Kanako Murata,W/L,Women's Strawweight,,3,5:00,http://www.ufcstats.com/fight-details/470391c4067bf49b
UFC Fight Night: Felder vs. Dos Anjos,"November 14, 2020",Tony Gravely vs. Geraldo de Freitas,Tony Gravely,Geraldo de Freitas,Tony Gravely,W/L,Bantamweight,,3,5:00,http://www.ufcstats.com/fight-details/9e4dcac049327529
UFC Fight Night: Felder vs. Dos Anjos,"November 14, 2020",Alex Morono vs. Rhys McKee,Alex Morono,Rhys McKee,Alex Morono,W/L,Welterweight,,3,5:00,http://www.ufcstats.com/fight-details/d80fd2ec736f7df2
UFC Fight Night: Felder vs. Dos Anjos,"November 14, 2020",Don'Tale Mayes vs. Roque Martinez,Don'Tale Mayes,Roque Martinez,Don'Tale Mayes,W/L,Heavyweight,,3,5:00,http://www.ufcstats.com/fight-details/f6472ca263a863d1
UFC Fight Night: Santos vs. Teixeira,"November 07, 2020",Glover Teixeira vs. Thiago Santos,Glover Teixeira,Thiago Santos,Glover Teixeira,W/L,Light Heavyweight,,3,1:49,http://www.ufcstats.com/fight-details/923e151bd990961b
UFC Fight Night: Santos vs. Teixeira,"November 07, 2020",Andrei Arlovski vs. Tanner Boser,Andrei Arlovski,Tanner Boser,Andrei Arlovski,W/L,Heavyweight,,3,5:00,http://www.ufcstats.com/fight-details/f0cf92b063735164
UFC Fight Night: Santos vs. Teixeira,"November 07, 2020",Raoni Barcelos vs. Khalid Taha,Raoni Barcelos,Khalid Taha,Raoni Barcelos,W/L,Bantamweight,,3,5:00,http://www.ufcstats.com/fight-details/6ac3d588f9630f0a
UFC Fight Night: Santos vs. Teixeira,"November 07, 2020",Giga Chikadze vs. Jamey Simmons,Giga Chikadze,Jamey Simmons,Giga Chikadze,W/L,Featherweight,,1,3:51,http://www.ufcstats.com/fight-details/0fed97329b78b887
UFC Fight Night: Santos vs. Teixeira,"November 07, 2020",Yan Xiaonan vs. Claudia Gadelha,Yan Xiaonan,Claudia Gadelha,Yan Xiaonan,W/L,Women's Strawweight,,3,5:00,http://www.ufcstats.com/fight-details/b76590c02f86e705
UFC Fight Night: Santos vs. Teixeira,"November 07, 2020",Trevin Giles vs. Bevon Lewis,Trevin Giles,Bevon Lewis,Trevin Giles,W/L,Middleweight,,3,1:26,http://www.ufcstats.com/fight-details/fea7dd5904ab4c91
UFC Fight Night: Santos vs. Teixeira,"November 07, 2020",Alexandr Romanov vs. Marcos Rogerio de Lima,Alexandr Romanov,Marcos Rogerio de Lima,Alexandr Romanov,W/L,Heavyweight,,1,4:48,http://www.ufcstats.com/fight-details/2267d967d1daf08a
UFC Fight Night: Santos vs. Teixeira,"November 07, 2020",Darren Elkins vs. Eduardo Garagorri,Darren Elkins,Eduardo Garagorri,Darren Elkins,W/L,Featherweight,,3,2:22,http://www.ufcstats.com/fight-details/69fa167ba5d0fd82
UFC Fight Night: Santos vs. Teixeira,"November 07, 2020",Max Griffin vs. Ramiz Brahimaj,Max Griffin,Ramiz Brahimaj,Max Griffin,W/L,Welterweight,,3,2:03,http://www.ufcstats.com/fight-details/55019da3a4bd5d54
UFC Fight Night: Santos vs. Teixeira,"November 07, 2020",Gustavo Lopez vs. Anthony Birchak,Gustavo Lopez,Anthony Birchak,Gustavo Lopez,W/L,Bantamweight,,1,2:43,http://www.ufcstats.com/fight-details/cb720b01fd6f9785
UFC Fight Night: Hall vs. Silva,"October 31, 2020",Uriah Hall vs. Anderson Silva,Uriah Hall,Anderson Silva,Uriah Hall,W/L,Middleweight,,4,1:24,http://www.ufcstats.com/fight-details/039c645e8f3ac00f
UFC Fight Night: Hall vs. Silva,"October 31, 2020",Bryce Mitchell vs. Andre Fili,Bryce Mitchell,Andre Fili,Bryce Mitchell,W/L,Featherweight,,3,5:00,http://www.ufcstats.com/fight-details/83955de599b2d874
UFC Fight Night: Hall vs. Silva,"October 31, 2020",Greg Hardy vs. Maurice Greene,Greg Hardy,Maurice Greene,Greg Hardy,W/L,Heavyweight,,2,1:12,http://www.ufcstats.com/fight-details/d763ad79532b27ff
UFC Fight Night: Hall vs. Silva,"October 31, 2020",Kevin Holland vs. Charlie Ontiveros,Kevin Holland,Charlie Ontiveros,Kevin Holland,W/L,Middleweight,,1,2:39,http://www.ufcstats.com/fight-details/997dcf5fd2eb0f2f
UFC Fight Night: Hall vs. Silva,"October 31, 2020",Thiago Moises vs. King Green,Thiago Moises,King Green,Thiago Moises,W/L,Lightweight,,3,5:00,http://www.ufcstats.com/fight-details/6915d46b49999f60
UFC Fight Night: Hall vs. Silva,"October 31, 2020",Alexander Hernandez vs. Chris Gruetzemacher,Alexander Hernandez,Chris Gruetzemacher,Alexander Hernandez,W/L,Lightweight,,1,1:46,http://www.ufcstats.com/fight-details/95beb5ec32718faf
UFC Fight Night: Hall vs. Silva,"October 31, 2020",Adrian Yanez vs. Victor Rodriguez,Adrian Yanez,Victor Rodriguez,Adrian Yanez,W/L,Bantamweight,,1,2:46,http://www.ufcstats.com/fight-details/4e566bd7094b49da
UFC Fight Night: Hall vs. Silva,"October 31, 2020",Sean Strickland vs. Jack Marshman,Sean Strickland,Jack Marshman,Sean Strickland,W/L,Middleweight,,3,5:00,http://www.ufcstats.com/fight-details/09f5fb0bec3c948a
UFC Fight Night: Hall vs. Silva,"October 31, 2020",Jason Witt vs. Cole Williams,Jason Witt,Cole Williams,Jason Witt,W/L,Welterweight,,2,2:09,http://www.ufcstats.com/fight-details/696ff200d98fa878
UFC Fight Night: Hall vs. Silva,"October 31, 2020",Dustin Jacoby vs. Justin Ledet,Dustin Jacoby,Justin Ledet,Dustin Jacoby,W/L,Light Heavyweight,,1,2:38,http://www.ufcstats.com/fight-details/783761d95060ffc4
UFC Fight Night: Hall vs. Silva,"October 31, 2020",Miles Johns vs. Kevin Natividad,Miles Johns,Kevin Natividad,Miles Johns,W/L,Bantamweight,,3,2:51,http://www.ufcstats.com/fight-details/7e6f12a95c14f9de
UFC 254: Khabib vs. Gaethje,"October 24, 2020",Khabib Nurmagomedov vs. Justin Gaethje,Khabib Nurmagomedov,Justin Gaethje,Khabib Nurmagomedov,W/L,Lightweight,,2,1:34,http://www.ufcstats.com/fight-details/59eea37af7efb06c
UFC 254: Khabib vs. Gaethje,"October 24, 2020",Robert Whittaker vs. Jared Cannonier,Robert Whittaker,Jared Cannonier,Robert Whittaker,W/L,Middleweight,,3,5:00,http://www.ufcstats.com/fight-details/51108eabae8391ca
UFC 254: Khabib vs. Gaethje,"October 24, 2020",Alexander Volkov vs. Walt Harris,Alexander Volkov,Walt Harris,Alexander Volkov,W/L,Heavyweight,,2,1:15,http://www.ufcstats.com/fight-details/ccfe7b0d29c5440c
