EVENT,BOUT,ROUND,FIGHTER,KD,SIG.STR.,SIG.STR. %,TOTAL STR.,TD,TD %,SUB.ATT,REV.,CTRL,HEAD,BODY,LEG,DISTANCE,CLINCH,GROUND
UFC Fight Night: Brunson vs. Shahbazyan,Nate Maness vs. Johnny Munoz,Total,Johnny Munoz,,,,,,,,,,14 of 2210 of 18,63%55%,2 of 56 of 14,10 of 154 of 4,2 of 20 of 0,7 of 145 of 12
UFC Fight Night: Brunson vs. Shahbazyan,Nate Maness vs. Johnny Munoz,Total,Johnny Munoz,,,,,,,,,,16 of 189 of 17,88%52%,3 of 41 of 8,12 of 138 of 9,1 of 10 of 0,4 of 60 of 7
UFC Fight Night: Brunson vs. Shahbazyan,Jamall Emmers vs. Vince Cachero,Total,Jamall Emmers,00,103 of 19676 of 152,52%50%,113 of 209121 of 201,5 of 70 of 2,71%0%,00,00,5:470:28,,,,,,
UFC Fight Night: Brunson vs. Shahbazyan,Jamall Emmers vs. Vince Cachero,Total,Jamall Emmers,00,49 of 8528 of 59,57%47%,49 of 8537 of 69,1 of 10 of 2,100%0%,00,00,0:490:15,,,,,,
UFC Fight Night: Brunson vs. Shahbazyan,Jamall Emmers vs. Vince Cachero,Total,Jamall Emmers,00,43 of 8839 of 75,48%52%,50 of 9753 of 91,2 of 20 of 0,100%---,00,00,1:270:01,,,,,,
UFC Fight Night: Brunson vs. Shahbazyan,Jamall Emmers vs. Vince Cachero,Total,Jamall Emmers,00,11 of 239 of 18,47%50%,14 of 2731 of 41,2 of 40 of 0,50%---,00,00,3:310:12,,,,,,
UFC Fight Night: Brunson vs. Shahbazyan,Jamall Emmers vs. Vince Cachero,Total,Jamall Emmers,,,,,,,,,,49 of 8528 of 59,57%47%,16 of 4618 of 44,28 of 335 of 9,5 of 65 of 6,29 of 6322 of 49
UFC Fight Night: Brunson vs. Shahbazyan,Jamall Emmers vs. Vince Cachero,Total,Jamall Emmers,,,,,,,,,,43 of 8839 of 75,48%52%,36 of 7933 of 69,5 of 73 of 3,2 of 23 of 3,40 of 8236 of 70
UFC Fight Night: Brunson vs. Shahbazyan,Jamall Emmers vs. Vince Cachero,Total,Jamall Emmers,,,,,,,,,,11 of 239 of 18,47%50%,6 of 187 of 14,4 of 42 of 3,1 of 10 of 1,9 of 194 of 13
UFC Fight Night: Whittaker vs. Till,Robert Whittaker vs. Darren Till,Total,Robert Whittaker,10,69 of 15741 of 99,43%41%,100 of 18850 of 108,2 of 130 of 0,15%---,00,00,2:290:35,,,,,,
UFC Fight Night: Whittaker vs. Till,Robert Whittaker vs. Darren Till,Total,Robert Whittaker,00,11 of 3012 of 24,36%50%,13 of 3216 of 28,0 of 20 of 0,0%---,00,00,0:000:35,,,,,,
UFC Fight Night: Whittaker vs. Till,Robert Whittaker vs. Darren Till,Total,Robert Whittaker,10,15 of 303 of 12,50%25%,42 of 573 of 12,0 of 00 of 0,------,00,00,1:480:00,,,,,,
UFC Fight Night: Whittaker vs. Till,Robert Whittaker vs. Darren Till,Total,Robert Whittaker,00,13 of 326 of 21,40%28%,13 of 326 of 21,0 of 20 of 0,0%---,00,00,0:060:00,,,,,,
UFC Fight Night: Whittaker vs. Till,Robert Whittaker vs. Darren Till,Total,Robert Whittaker,00,13 of 348 of 19,38%42%,14 of 359 of 20,0 of 20 of 0,0%---,00,00,0:020:00,,,,,,
UFC Fight Night: Whittaker vs. Till,Robert Whittaker vs. Darren Till,Total,Robert Whittaker,00,17 of 3112 of 23,54%52%,18 of 3216 of 27,2 of 70 of 0,28%---,00,00,0:330:00,,,,,,
UFC Fight Night: Whittaker vs. Till,Robert Whittaker vs. Darren Till,Total,Robert Whittaker,,,,,,,,,,11 of 3012 of 24,36%50%,4 of 228 of 20,1 of 23 of 3,6 of 61 of 1,10 of 296 of 18
UFC Fight Night: Whittaker vs. Till,Robert Whittaker vs. Darren Till,Total,Robert Whittaker,,,,,,,,,,15 of 303 of 12,50%25%,7 of 220 of 9,1 of 10 of 0,7 of 73 of 3,10 of 233 of 12
UFC Fight Night: Whittaker vs. Till,Robert Whittaker vs. Darren Till,Total,Robert Whittaker,,,,,,,,,,13 of 326 of 21,40%28%,8 of 265 of 20,0 of 11 of 1,5 of 50 of 0,11 of 305 of 20
UFC Fight Night: Whittaker vs. Till,Robert Whittaker vs. Darren Till,Total,Robert Whittaker,,,,,,,,,,13 of 348 of 19,38%42%,7 of 266 of 16,1 of 21 of 2,5 of 61 of 1,12 of 316 of 16
UFC Fight Night: Whittaker vs. Till,Robert Whittaker vs. Darren Till,Total,Robert Whittaker,,,,,,,,,,17 of 3112 of 23,54%52%,6 of 2010 of 21,4 of 42 of 2,7 of 70 of 0,14 of 2611 of 21
UFC Fight Night: Whittaker vs. Till,Mauricio Rua vs. Rogerio Nogueira,Total,Mauricio Rua,00,54 of 10346 of 100,52%46%,78 of 12975 of 129,2 of 40 of 0,50%---,00,00,2:571:21,,,,,,
UFC Fight Night: Whittaker vs. Till,Mauricio Rua vs. Rogerio Nogueira,Total,Mauricio Rua,00,16 of 3613 of 30,44%43%,24 of 4623 of 40,1 of 10 of 0,100%---,00,00,1:290:00,,,,,,
UFC Fight Night: Whittaker vs. Till,Mauricio Rua vs. Rogerio Nogueira,Total,Mauricio Rua,00,15 of 3115 of 39,48%38%,15 of 3134 of 58,0 of 20 of 0,0%---,00,00,0:111:21,,,,,,
UFC Fight Night: Whittaker vs. Till,Mauricio Rua vs. Rogerio Nogueira,Total,Mauricio Rua,00,23 of 3618 of 31,63%58%,39 of 5218 of 31,1 of 10 of 0,100%---,00,00,1:170:00,,,,,,
UFC Fight Night: Whittaker vs. Till,Mauricio Rua vs. Rogerio Nogueira,Total,Mauricio Rua,,,,,,,,,,16 of 3613 of 30,44%43%,8 of 2613 of 29,0 of 10 of 1,8 of 90 of 0,11 of 3113 of 30
UFC Fight Night: Whittaker vs. Till,Mauricio Rua vs. Rogerio Nogueira,Total,Mauricio Rua,,,,,,,,,,15 of 3115 of 39,48%38%,7 of 2210 of 34,5 of 65 of 5,3 of 30 of 0,14 of 3010 of 34
UFC Fight Night: Whittaker vs. Till,Mauricio Rua vs. Rogerio Nogueira,Total,Mauricio Rua,,,,,,,,,,23 of 3618 of 31,63%58%,12 of 2416 of 28,6 of 72 of 3,5 of 50 of 0,20 of 3018 of 31
UFC Fight Night: Whittaker vs. Till,Fabricio Werdum vs. Alexander Gustafsson,Total,Fabricio Werdum,00,4 of 511 of 19,80%57%,4 of 514 of 22,1 of 20 of 0,50%---,10,00,1:060:12,,,,,,
UFC Fight Night: Whittaker vs. Till,Fabricio Werdum vs. Alexander Gustafsson,Total,Fabricio Werdum,00,4 of 511 of 19,80%57%,4 of 514 of 22,1 of 20 of 0,50%---,10,00,1:060:12,,,,,,
UFC Fight Night: Whittaker vs. Till,Fabricio Werdum vs. Alexander Gustafsson,Total,Fabricio Werdum,,,,,,,,,,4 of 511 of 19,80%57%,1 of 29 of 15,0 of 02 of 4,3 of 30 of 0,3 of 44 of 12
UFC Fight Night: Whittaker vs. Till,Carla Esparza vs. Marina Rodriguez,Total,Carla Esparza,00,33 of 6040 of 76,55%52%,118 of 15291 of 129,5 of 90 of 0,55%---,10,00,8:541:04,,,,,,
UFC Fight Night: Whittaker vs. Till,Carla Esparza vs. Marina Rodriguez,Total,Carla Esparza,00,8 of 1220 of 33,66%60%,49 of 5630 of 45,1 of 20 of 0,50%---,00,00,3:210:50,,,,,,
UFC Fight Night: Whittaker vs. Till,Carla Esparza vs. Marina Rodriguez,Total,Carla Esparza,00,7 of 1914 of 29,36%48%,32 of 4743 of 58,1 of 30 of 0,33%---,10,00,2:280:14,,,,,,
UFC Fight Night: Whittaker vs. Till,Carla Esparza vs. Marina Rodriguez,Total,Carla Esparza,00,18 of 296 of 14,62%42%,37 of 4918 of 26,3 of 40 of 0,75%---,00,00,3:050:00,,,,,,
UFC Fight Night: Whittaker vs. Till,Carla Esparza vs. Marina Rodriguez,Total,Carla Esparza,,,,,,,,,,8 of 1220 of 33,66%60%,8 of 1220 of 33,0 of 00 of 0,0 of 00 of 0,0 of 02 of 8
UFC Fight Night: Whittaker vs. Till,Carla Esparza vs. Marina Rodriguez,Total,Carla Esparza,,,,,,,,,,7 of 1914 of 29,36%48%,6 of 189 of 24,1 of 10 of 0,0 of 05 of 5,1 of 88 of 18
UFC Fight Night: Whittaker vs. Till,Carla Esparza vs. Marina Rodriguez,Total,Carla Esparza,,,,,,,,,,18 of 296 of 14,62%42%,15 of 265 of 13,2 of 20 of 0,1 of 11 of 1,3 of 85 of 12
UFC Fight Night: Whittaker vs. Till,Paul Craig vs. Gadzhimurad Antigulov,Total,Paul Craig,00,2 of 511 of 16,40%68%,4 of 716 of 22,0 of 01 of 2,---50%,10,00,0:001:41,,,,,,
UFC Fight Night: Whittaker vs. Till,Paul Craig vs. Gadzhimurad Antigulov,Total,Paul Craig,00,2 of 511 of 16,40%68%,4 of 716 of 22,0 of 01 of 2,---50%,10,00,0:001:41,,,,,,
UFC Fight Night: Whittaker vs. Till,Paul Craig vs. Gadzhimurad Antigulov,Total,Paul Craig,,,,,,,,,,2 of 511 of 16,40%68%,2 of 59 of 14,0 of 02 of 2,0 of 00 of 0,2 of 51 of 2
UFC Fight Night: Whittaker vs. Till,Alex Oliveira vs. Peter Sobotta,Total,Alex Oliveira,10,45 of 9329 of 67,48%43%,48 of 9630 of 68,0 of 00 of 3,---0%,00,00,0:260:47,,,,,,
UFC Fight Night: Whittaker vs. Till,Alex Oliveira vs. Peter Sobotta,Total,Alex Oliveira,00,9 of 247 of 21,37%33%,9 of 247 of 21,0 of 00 of 0,------,00,00,0:000:00,,,,,,
UFC Fight Night: Whittaker vs. Till,Alex Oliveira vs. Peter Sobotta,Total,Alex Oliveira,10,17 of 3310 of 17,51%58%,17 of 3311 of 18,0 of 00 of 2,---0%,00,00,0:070:46,,,,,,
UFC Fight Night: Whittaker vs. Till,Alex Oliveira vs. Peter Sobotta,Total,Alex Oliveira,00,19 of 3612 of 29,52%41%,22 of 3912 of 29,0 of 00 of 1,---0%,00,00,0:190:01,,,,,,
UFC Fight Night: Whittaker vs. Till,Alex Oliveira vs. Peter Sobotta,Total,Alex Oliveira,,,,,,,,,,9 of 247 of 21,37%33%,1 of 112 of 13,7 of 122 of 4,1 of 13 of 4,9 of 247 of 21
UFC Fight Night: Whittaker vs. Till,Alex Oliveira vs. Peter Sobotta,Total,Alex Oliveira,,,,,,,,,,17 of 3310 of 17,51%58%,9 of 174 of 10,5 of 111 of 2,3 of 55 of 5,11 of 2710 of 17
UFC Fight Night: Whittaker vs. Till,Alex Oliveira vs. Peter Sobotta,Total,Alex Oliveira,,,,,,,,,,19 of 3612 of 29,52%41%,9 of 237 of 23,4 of 64 of 5,6 of 71 of 1,17 of 3412 of 29
UFC Fight Night: Whittaker vs. Till,Khamzat Chimaev vs. Rhys McKee,Total,Khamzat Chimaev,00,40 of 620 of 0,64%---,68 of 980 of 0,1 of 20 of 0,50%---,10,00,2:590:00,,,,,,
UFC Fight Night: Whittaker vs. Till,Khamzat Chimaev vs. Rhys McKee,Total,Khamzat Chimaev,00,40 of 620 of 0,64%---,68 of 980 of 0,1 of 20 of 0,50%---,10,00,2:590:00,,,,,,
UFC Fight Night: Whittaker vs. Till,Khamzat Chimaev vs. Rhys McKee,Total,Khamzat Chimaev,,,,,,,,,,40 of 620 of 0,64%---,40 of 620 of 0,0 of 00 of 0,0 of 00 of 0,0 of 10 of 0
UFC Fight Night: Whittaker vs. Till,Francisco Trinaldo vs. Jai Herbert,Total,Francisco Trinaldo,11,30 of 5821 of 70,51%30%,37 of 6637 of 90,2 of 30 of 0,66%---,20,10,3:183:20,,,,,,
UFC Fight Night: Whittaker vs. Till,Francisco Trinaldo vs. Jai Herbert,Total,Francisco Trinaldo,00,9 of 204 of 14,45%28%,13 of 2413 of 25,2 of 30 of 0,66%---,20,00,3:150:43,,,,,,
UFC Fight Night: Whittaker vs. Till,Francisco Trinaldo vs. Jai Herbert,Total,Francisco Trinaldo,01,9 of 2214 of 32,40%43%,12 of 2621 of 41,0 of 00 of 0,------,00,10,0:002:37,,,,,,
UFC Fight Night: Whittaker vs. Till,Francisco Trinaldo vs. Jai Herbert,Total,Francisco Trinaldo,10,12 of 163 of 24,75%12%,12 of 163 of 24,0 of 00 of 0,------,00,00,0:030:00,,,,,,
UFC Fight Night: Whittaker vs. Till,Francisco Trinaldo vs. Jai Herbert,Total,Francisco Trinaldo,,,,,,,,,,9 of 204 of 14,45%28%,4 of 134 of 14,4 of 60 of 0,1 of 10 of 0,3 of 122 of 11
UFC Fight Night: Whittaker vs. Till,Francisco Trinaldo vs. Jai Herbert,Total,Francisco Trinaldo,,,,,,,,,,9 of 2214 of 32,40%43%,4 of 129 of 27,2 of 64 of 4,3 of 41 of 1,8 of 2111 of 26
UFC Fight Night: Whittaker vs. Till,Francisco Trinaldo vs. Jai Herbert,Total,Francisco Trinaldo,,,,,,,,,,12 of 163 of 24,75%12%,7 of 102 of 22,1 of 20 of 1,4 of 41 of 1,8 of 123 of 24
UFC Fight Night: Whittaker vs. Till,Tom Aspinall vs. Jake Collier,Total,Tom Aspinall,10,10 of 103 of 9,100%33%,10 of 103 of 9,0 of 00 of 0,------,00,00,0:020:00,,,,,,
UFC Fight Night: Whittaker vs. Till,Tom Aspinall vs. Jake Collier,Total,Tom Aspinall,10,10 of 103 of 9,100%33%,10 of 103 of 9,0 of 00 of 0,------,00,00,0:020:00,,,,,,
UFC Fight Night: Whittaker vs. Till,Tom Aspinall vs. Jake Collier,Total,Tom Aspinall,,,,,,,,,,10 of 103 of 9,100%33%,7 of 71 of 7,1 of 10 of 0,2 of 22 of 2,9 of 93 of 9
UFC Fight Night: Whittaker vs. Till,Movsar Evloev vs. Mike Grundy,Total,Movsar Evloev,00,79 of 15020 of 66,52%30%,96 of 17325 of 80,0 of 06 of 15,---40%,01,00,0:482:35,,,,,,
UFC Fight Night: Whittaker vs. Till,Movsar Evloev vs. Mike Grundy,Total,Movsar Evloev,00,19 of 343 of 16,55%18%,25 of 443 of 20,0 of 03 of 5,---60%,01,00,0:001:40,,,,,,
UFC Fight Night: Whittaker vs. Till,Movsar Evloev vs. Mike Grundy,Total,Movsar Evloev,00,31 of 556 of 16,56%37%,35 of 598 of 21,0 of 01 of 6,---16%,00,00,0:110:28,,,,,,
UFC Fight Night: Whittaker vs. Till,Movsar Evloev vs. Mike Grundy,Total,Movsar Evloev,00,29 of 6111 of 34,47%32%,36 of 7014 of 39,0 of 02 of 4,---50%,00,00,0:370:27,,,,,,
UFC Fight Night: Whittaker vs. Till,Movsar Evloev vs. Mike Grundy,Total,Movsar Evloev,,,,,,,,,,19 of 343 of 16,55%18%,12 of 240 of 13,4 of 43 of 3,3 of 60 of 0,18 of 332 of 15
UFC Fight Night: Whittaker vs. Till,Movsar Evloev vs. Mike Grundy,Total,Movsar Evloev,,,,,,,,,,31 of 556 of 16,56%37%,20 of 444 of 13,6 of 62 of 3,5 of 50 of 0,26 of 496 of 16
UFC Fight Night: Whittaker vs. Till,Movsar Evloev vs. Mike Grundy,Total,Movsar Evloev,,,,,,,,,,29 of 6111 of 34,47%32%,21 of 527 of 27,3 of 44 of 6,5 of 50 of 1,28 of 6010 of 33
UFC Fight Night: Whittaker vs. Till,Tanner Boser vs. Raphael Pessoa,Total,Tanner Boser,00,43 of 6012 of 36,71%33%,43 of 6013 of 37,0 of 00 of 1,---0%,00,00,0:060:00,,,,,,
UFC Fight Night: Whittaker vs. Till,Tanner Boser vs. Raphael Pessoa,Total,Tanner Boser,00,15 of 245 of 16,62%31%,15 of 245 of 16,0 of 00 of 0,------,00,00,0:000:00,,,,,,
UFC Fight Night: Whittaker vs. Till,Tanner Boser vs. Raphael Pessoa,Total,Tanner Boser,00,28 of 367 of 20,77%35%,28 of 368 of 21,0 of 00 of 1,---0%,00,00,0:060:00,,,,,,
UFC Fight Night: Whittaker vs. Till,Tanner Boser vs. Raphael Pessoa,Total,Tanner Boser,,,,,,,,,,15 of 245 of 16,62%31%,3 of 112 of 11,1 of 11 of 1,11 of 122 of 4,15 of 245 of 16
UFC Fight Night: Whittaker vs. Till,Tanner Boser vs. Raphael Pessoa,Total,Tanner Boser,,,,,,,,,,28 of 367 of 20,77%35%,12 of 204 of 17,6 of 61 of 1,10 of 102 of 2,19 of 247 of 19
UFC Fight Night: Whittaker vs. Till,Pannie Kianzad vs. Bethe Correia,Total,Bethe Correia,00,56 of 143103 of 199,39%51%,83 of 178106 of 205,1 of 50 of 0,20%---,00,00,2:010:05,,,,,,
UFC Fight Night: Whittaker vs. Till,Pannie Kianzad vs. Bethe Correia,Total,Bethe Correia,00,18 of 4730 of 68,38%44%,19 of 4831 of 71,0 of 20 of 0,0%---,00,00,0:080:05,,,,,,
UFC Fight Night: Whittaker vs. Till,Pannie Kianzad vs. Bethe Correia,Total,Bethe Correia,00,22 of 5125 of 48,43%52%,43 of 8027 of 51,0 of 00 of 0,------,00,00,1:210:00,,,,,,
UFC Fight Night: Whittaker vs. Till,Pannie Kianzad vs. Bethe Correia,Total,Bethe Correia,00,16 of 4548 of 83,35%57%,21 of 5048 of 83,1 of 30 of 0,33%---,00,00,0:320:00,,,,,,
UFC Fight Night: Whittaker vs. Till,Pannie Kianzad vs. Bethe Correia,Total,Bethe Correia,,,,,,,,,,18 of 4730 of 68,38%44%,14 of 3922 of 56,4 of 74 of 8,0 of 14 of 4,14 of 4027 of 63
UFC Fight Night: Whittaker vs. Till,Pannie Kianzad vs. Bethe Correia,Total,Bethe Correia,,,,,,,,,,22 of 5125 of 48,43%52%,11 of 3617 of 40,9 of 114 of 4,2 of 44 of 4,16 of 4122 of 45
UFC Fight Night: Whittaker vs. Till,Pannie Kianzad vs. Bethe Correia,Total,Bethe Correia,,,,,,,,,,16 of 4548 of 83,35%57%,15 of 4237 of 72,1 of 22 of 2,0 of 19 of 9,16 of 4548 of 83
UFC Fight Night: Whittaker vs. Till,Ramazan Emeev vs. Niklas Stolze,Total,Ramazan Emeev,00,29 of 6730 of 72,43%41%,67 of 11441 of 85,4 of 121 of 1,33%100%,20,00,6:500:21,,,,,,
UFC Fight Night: Whittaker vs. Till,Ramazan Emeev vs. Niklas Stolze,Total,Ramazan Emeev,00,6 of 138 of 19,46%42%,21 of 3111 of 22,3 of 70 of 0,42%---,20,00,2:590:03,,,,,,
UFC Fight Night: Whittaker vs. Till,Ramazan Emeev vs. Niklas Stolze,Total,Ramazan Emeev,00,15 of 3917 of 37,38%45%,15 of 4017 of 37,0 of 10 of 0,0%---,00,00,0:000:00,,,,,,
UFC Fight Night: Whittaker vs. Till,Ramazan Emeev vs. Niklas Stolze,Total,Ramazan Emeev,00,8 of 155 of 16,53%31%,31 of 4313 of 26,1 of 41 of 1,25%100%,00,00,3:510:18,,,,,,
UFC Fight Night: Whittaker vs. Till,Ramazan Emeev vs. Niklas Stolze,Total,Ramazan Emeev,,,,,,,,,,6 of 138 of 19,46%42%,4 of 115 of 12,2 of 21 of 2,0 of 02 of 5,4 of 106 of 17
UFC Fight Night: Whittaker vs. Till,Ramazan Emeev vs. Niklas Stolze,Total,Ramazan Emeev,,,,,,,,,,15 of 3917 of 37,38%45%,14 of 374 of 16,0 of 01 of 4,1 of 212 of 17,15 of 3917 of 37
UFC Fight Night: Whittaker vs. Till,Ramazan Emeev vs. Niklas Stolze,Total,Ramazan Emeev,,,,,,,,,,8 of 155 of 16,53%31%,4 of 114 of 14,3 of 31 of 1,1 of 10 of 1,0 of 54 of 12
UFC Fight Night: Whittaker vs. Till,Nathaniel Wood vs. John Castaneda,Total,Nathaniel Wood,00,131 of 23255 of 130,56%42%,136 of 24066 of 141,1 of 30 of 1,33%0%,00,00,0:490:11,,,,,,
UFC Fight Night: Whittaker vs. Till,Nathaniel Wood vs. John Castaneda,Total,Nathaniel Wood,00,33 of 6022 of 44,55%50%,34 of 6422 of 44,0 of 10 of 1,0%0%,00,00,0:050:07,,,,,,
UFC Fight Night: Whittaker vs. Till,Nathaniel Wood vs. John Castaneda,Total,Nathaniel Wood,00,52 of 8817 of 42,59%40%,54 of 9024 of 49,0 of 10 of 0,0%---,00,00,0:320:00,,,,,,
UFC Fight Night: Whittaker vs. Till,Nathaniel Wood vs. John Castaneda,Total,Nathaniel Wood,00,46 of 8416 of 44,54%36%,48 of 8620 of 48,1 of 10 of 0,100%---,00,00,0:120:04,,,,,,
UFC Fight Night: Whittaker vs. Till,Nathaniel Wood vs. John Castaneda,Total,Nathaniel Wood,,,,,,,,,,33 of 6022 of 44,55%50%,9 of 299 of 30,6 of 103 of 3,18 of 2110 of 11,31 of 5721 of 43
UFC Fight Night: Whittaker vs. Till,Nathaniel Wood vs. John Castaneda,Total,Nathaniel Wood,,,,,,,,,,52 of 8817 of 42,59%40%,25 of 5512 of 36,4 of 63 of 4,23 of 272 of 2,50 of 8617 of 42
UFC Fight Night: Whittaker vs. Till,Nathaniel Wood vs. John Castaneda,Total,Nathaniel Wood,,,,,,,,,,46 of 8416 of 44,54%36%,25 of 5914 of 42,4 of 60 of 0,17 of 192 of 2,42 of 7815 of 43
UFC Fight Night: Figueiredo vs. Benavidez 2,Deiveson Figueiredo vs. Joseph Benavidez,Total,Deiveson Figueiredo,20,35 of 4018 of 28,87%64%,40 of 4522 of 33,0 of 00 of 0,------,40,00,2:230:00,,,,,,
UFC Fight Night: Figueiredo vs. Benavidez 2,Deiveson Figueiredo vs. Joseph Benavidez,Total,Deiveson Figueiredo,20,35 of 4018 of 28,87%64%,40 of 4522 of 33,0 of 00 of 0,------,40,00,2:230:00,,,,,,
UFC Fight Night: Figueiredo vs. Benavidez 2,Deiveson Figueiredo vs. Joseph Benavidez,Total,Deiveson Figueiredo,,,,,,,,,,35 of 4018 of 28,87%64%,31 of 368 of 15,4 of 45 of 7,0 of 05 of 6,12 of 1618 of 28
UFC Fight Night: Figueiredo vs. Benavidez 2,Jack Hermansson vs. Kelvin Gastelum,Total,Jack Hermansson,00,2 of 40 of 3,50%0%,2 of 41 of 5,0 of 11 of 1,0%100%,10,00,0:000:33,,,,,,
UFC Fight Night: Figueiredo vs. Benavidez 2,Jack Hermansson vs. Kelvin Gastelum,Total,Jack Hermansson,00,2 of 40 of 3,50%0%,2 of 41 of 5,0 of 11 of 1,0%100%,10,00,0:000:33,,,,,,
UFC Fight Night: Figueiredo vs. Benavidez 2,Jack Hermansson vs. Kelvin Gastelum,Total,Jack Hermansson,,,,,,,,,,2 of 40 of 3,50%0%,0 of 10 of 1,0 of 10 of 2,2 of 20 of 0,2 of 40 of 3
UFC Fight Night: Figueiredo vs. Benavidez 2,Rafael Fiziev vs. Marc Diakiese,Total,Marc Diakiese,00,68 of 14878 of 124,45%62%,73 of 15382 of 128,0 of 41 of 2,0%50%,00,00,0:222:49,,,,,,
UFC Fight Night: Figueiredo vs. Benavidez 2,Rafael Fiziev vs. Marc Diakiese,Total,Marc Diakiese,00,11 of 1818 of 31,61%58%,16 of 2321 of 34,0 of 21 of 1,0%100%,00,00,0:002:43,,,,,,
UFC Fight Night: Figueiredo vs. Benavidez 2,Rafael Fiziev vs. Marc Diakiese,Total,Marc Diakiese,00,28 of 5928 of 41,47%68%,28 of 5928 of 41,0 of 10 of 0,0%---,00,00,0:220:00,,,,,,
UFC Fight Night: Figueiredo vs. Benavidez 2,Rafael Fiziev vs. Marc Diakiese,Total,Marc Diakiese,00,29 of 7132 of 52,40%61%,29 of 7133 of 53,0 of 10 of 1,0%0%,00,00,0:000:06,,,,,,
UFC Fight Night: Figueiredo vs. Benavidez 2,Rafael Fiziev vs. Marc Diakiese,Total,Marc Diakiese,,,,,,,,,,11 of 1818 of 31,61%58%,2 of 89 of 19,2 of 29 of 12,7 of 80 of 0,10 of 1711 of 21
UFC Fight Night: Figueiredo vs. Benavidez 2,Rafael Fiziev vs. Marc Diakiese,Total,Marc Diakiese,,,,,,,,,,28 of 5928 of 41,47%68%,13 of 408 of 18,8 of 108 of 10,7 of 912 of 13,27 of 5827 of 40
UFC Fight Night: Figueiredo vs. Benavidez 2,Rafael Fiziev vs. Marc Diakiese,Total,Marc Diakiese,,,,,,,,,,29 of 7132 of 52,40%61%,16 of 5711 of 28,9 of 916 of 19,4 of 55 of 5,29 of 7129 of 49
UFC Fight Night: Figueiredo vs. Benavidez 2,Ariane da Silva vs. Luana Carolina,Total,Ariane da Silva,00,3 of 42 of 4,75%50%,11 of 122 of 4,0 of 00 of 0,------,11,00,1:070:00,,,,,,
UFC Fight Night: Figueiredo vs. Benavidez 2,Ariane da Silva vs. Luana Carolina,Total,Ariane da Silva,00,3 of 42 of 4,75%50%,11 of 122 of 4,0 of 00 of 0,------,11,00,1:070:00,,,,,,
UFC Fight Night: Figueiredo vs. Benavidez 2,Ariane da Silva vs. Luana Carolina,Total,Ariane da Silva,,,,,,,,,,3 of 42 of 4,75%50%,1 of 20 of 2,2 of 20 of 0,0 of 02 of 2,3 of 42 of 4
UFC Fight Night: Figueiredo vs. Benavidez 2,Askar Askarov vs. Alexandre Pantoja,Total,Alexandre Pantoja,00,32 of 6241 of 63,51%65%,40 of 7144 of 66,1 of 22 of 15,50%13%,00,01,2:175:11,,,,,,
UFC Fight Night: Figueiredo vs. Benavidez 2,Askar Askarov vs. Alexandre Pantoja,Total,Alexandre Pantoja,00,1 of 25 of 6,50%83%,7 of 96 of 7,0 of 01 of 7,---14%,00,00,1:203:25,,,,,,
UFC Fight Night: Figueiredo vs. Benavidez 2,Askar Askarov vs. Alexandre Pantoja,Total,Alexandre Pantoja,00,13 of 2210 of 20,59%50%,14 of 2311 of 21,1 of 11 of 6,100%16%,00,01,0:411:43,,,,,,
UFC Fight Night: Figueiredo vs. Benavidez 2,Askar Askarov vs. Alexandre Pantoja,Total,Alexandre Pantoja,00,18 of 3826 of 37,47%70%,19 of 3927 of 38,0 of 10 of 2,0%0%,00,00,0:160:03,,,,,,
UFC Fight Night: Figueiredo vs. Benavidez 2,Askar Askarov vs. Alexandre Pantoja,Total,Alexandre Pantoja,,,,,,,,,,1 of 25 of 6,50%83%,1 of 24 of 5,0 of 00 of 0,0 of 01 of 1,1 of 20 of 1
UFC Fight Night: Figueiredo vs. Benavidez 2,Askar Askarov vs. Alexandre Pantoja,Total,Alexandre Pantoja,,,,,,,,,,13 of 2210 of 20,59%50%,7 of 156 of 16,5 of 61 of 1,1 of 13 of 3,11 of 208 of 17
UFC Fight Night: Figueiredo vs. Benavidez 2,Askar Askarov vs. Alexandre Pantoja,Total,Alexandre Pantoja,,,,,,,,,,18 of 3826 of 37,47%70%,9 of 2321 of 32,7 of 130 of 0,2 of 25 of 5,18 of 3826 of 36
UFC Fight Night: Figueiredo vs. Benavidez 2,Roman Dolidze vs. Khadis Ibragimov,Total,Roman Dolidze,10,19 of 224 of 14,86%28%,19 of 2210 of 20,0 of 00 of 0,------,00,00,0:030:34,,,,,,
UFC Fight Night: Figueiredo vs. Benavidez 2,Roman Dolidze vs. Khadis Ibragimov,Total,Roman Dolidze,10,19 of 224 of 14,86%28%,19 of 2210 of 20,0 of 00 of 0,------,00,00,0:030:34,,,,,,
UFC Fight Night: Figueiredo vs. Benavidez 2,Roman Dolidze vs. Khadis Ibragimov,Total,Roman Dolidze,,,,,,,,,,19 of 224 of 14,86%28%,9 of 110 of 8,1 of 11 of 3,9 of 103 of 3,13 of 163 of 12
UFC Fight Night: Figueiredo vs. Benavidez 2,Grant Dawson vs. Nad Narimani,Total,Grant Dawson,00,53 of 11531 of 76,46%40%,136 of 21857 of 105,2 of 60 of 0,33%---,10,00,8:110:09,,,,,,
