fighter_name,first_name,last_name,nickname,fighter_url,height,weight,reach,stance,wins,losses,draws
Matt Horning,Matt,Horning,Horndog,http://www.ufcstats.com/fighter-details/21632ba272c0785a,"5' 4""",125 lbs.,--,,20,25,0
Chris Horodecki,Chris,Horodecki,The Polish Hammer,http://www.ufcstats.com/fighter-details/e29cf523ebd155c5,"5' 9""",155 lbs.,"69.0""",Orthodox,21,7,1
Jamey-Lyn Horth,Jamey-Lyn,Horth,,http://www.ufcstats.com/fighter-details/5c637af9472ae7cc,"5' 7""",125 lbs.,"66.0""",Orthodox,9,3,0
Matt Horwich,Matt,Horwich,Suave,http://www.ufcstats.com/fighter-details/049d698d773eb3e1,"6' 1""",185 lbs.,--,Orthodox,30,25,1
John Hosman,John,Hosman,,http://www.ufcstats.com/fighter-details/57591bbf1623574e,"5' 10""",135 lbs.,--,Southpaw,18,8,1
Saeed Hosseini,Saeed,Hosseini,,http://www.ufcstats.com/fighter-details/21f2974fd08085e3,--,--,--,,0,1,0
Jeff Hougland,Jeff,Hougland,Hellbound,http://www.ufcstats.com/fighter-details/97a8f39186f489db,"5' 7""",135 lbs.,"68.0""",Orthodox,10,6,0
Trey Houston,Trey,Houston,,http://www.ufcstats.com/fighter-details/c6668eeb261588d3,"5' 11""",185 lbs.,--,,11,4,0
Jamie Houston,Jamie,Houston,,http://www.ufcstats.com/fighter-details/4b1896310a907656,--,185 lbs.,--,,3,0,0
Brian Houston,Brian,Houston,B-Hue,http://www.ufcstats.com/fighter-details/36fbaa49a09ff997,"6' 2""",185 lbs.,--,Orthodox,4,6,0
Harold Howard,Harold,Howard,,http://www.ufcstats.com/fighter-details/a2b06ca02bca14c0,"6' 2""",240 lbs.,--,Orthodox,1,3,0
John Howard,John,Howard,Doomsday,http://www.ufcstats.com/fighter-details/fc31f896cde2bc2e,"5' 7""",170 lbs.,"72.0""",Orthodox,24,13,0
Shane Howell,Shane,Howell,,http://www.ufcstats.com/fighter-details/a7de976620f2ed13,"5' 8""",125 lbs.,--,Orthodox,13,10,0
Hu Yaozong,Hu,Yaozong,Totoro,http://www.ufcstats.com/fighter-details/f1175ea3aafbf351,"6' 3""",185 lbs.,"72.0""",Orthodox,3,3,0
Carlos Huachin,Carlos,Huachin,Perro Malo,http://www.ufcstats.com/fighter-details/225def29ecfe0fc1,"5' 4""",135 lbs.,"67.0""",Southpaw,10,5,1
Brady Huang,Brady,Huang,The Kung Fu Warrior,http://www.ufcstats.com/fighter-details/1ec1b6a7a29ffc71,"5' 9""",135 lbs.,"69.0""",Orthodox,11,2,0
Yuele Huang,Yuele,Huang,,http://www.ufcstats.com/fighter-details/1c8b9f4d89b92e1b,--,145 lbs.,--,,13,0,0
Huang Feier,Huang,Feier,Muscle Barbie,http://www.ufcstats.com/fighter-details/e71c75f533a30daa,"5' 5""",115 lbs.,"65.0""",Orthodox,14,8,0
Austin Hubbard,Austin,Hubbard,Thud,http://www.ufcstats.com/fighter-details/d2cd7a69cc55e7ed,"5' 10""",155 lbs.,"71.0""",Orthodox,17,10,0
Collin Huckbody,Collin,Huckbody,All In,http://www.ufcstats.com/fighter-details/f372a848d250e006,"6' 3""",185 lbs.,"76.0""",Orthodox,8,2,0
Alex Huddleston,Alex,Huddleston,The Shaved Gorilla,http://www.ufcstats.com/fighter-details/8b9197746bd3e005,"6' 7""",254 lbs.,--,,6,2,0
Roger Huerta,Roger,Huerta,El Matador,http://www.ufcstats.com/fighter-details/daf1b84aebd6602b,"5' 9""",155 lbs.,"70.0""",Orthodox,23,9,1
Casey Huffman,Casey,Huffman,Hellbent,http://www.ufcstats.com/fighter-details/737d93a42b8c2e94,"6' 3""",185 lbs.,--,,3,1,0
Matt Hughes,Matt,Hughes,,http://www.ufcstats.com/fighter-details/621a6c59f88a44fe,"5' 9""",170 lbs.,"73.0""",Switch,45,9,0
Mark Hughes,Mark,Hughes,,http://www.ufcstats.com/fighter-details/d62bb4d84a7267ba,"5' 9""",205 lbs.,--,Southpaw,6,2,0
Jeff Hughes,Jeff,Hughes,Lights Out,http://www.ufcstats.com/fighter-details/6a11e325aa60ad02,"6' 2""",250 lbs.,"77.0""",Orthodox,10,4,0
Sam Hughes,Sam,Hughes,Sampage,http://www.ufcstats.com/fighter-details/e94085e821bd81de,"5' 5""",115 lbs.,"64.0""",Orthodox,11,7,0
Victor Hugo,Victor,Hugo,Striker,http://www.ufcstats.com/fighter-details/f264ba50b007f39e,"5' 7""",135 lbs.,"71.0""",Orthodox,25,5,0
David Hulett,David,Hulett,Hollywood,http://www.ufcstats.com/fighter-details/b0718335e9868cfd,"5' 10""",170 lbs.,--,,22,10,0
Dominik Humburger,Dominik,Humburger,,http://www.ufcstats.com/fighter-details/e4cbc82c36e47299,--,185 lbs.,--,,8,1,0
Bryan Humes,Bryan,Humes,,http://www.ufcstats.com/fighter-details/b9c75e7fc910f587,--,265 lbs.,--,,6,2,0
Abongo Humphrey,Abongo,Humphrey,,http://www.ufcstats.com/fighter-details/cb1b4d237b0079e6,"5' 11""",205 lbs.,--,Orthodox,7,3,0
Harry Hunsucker,Harry,Hunsucker,The Hurricane,http://www.ufcstats.com/fighter-details/f703250471acaf96,"6' 2""",205 lbs.,"75.0""",Orthodox,7,6,0
Mark Hunt,Mark,Hunt,Super Samoan,http://www.ufcstats.com/fighter-details/eef9b891edbd4604,"5' 10""",265 lbs.,"72.0""",Orthodox,13,14,1
Alex Hunter,Alex,Hunter,,http://www.ufcstats.com/fighter-details/baa5358456803df8,"5' 9""",226 lbs.,--,Orthodox,2,0,0
Adam Hunter,Adam,Hunter,Warhammer,http://www.ufcstats.com/fighter-details/edc9eb3051f444fa,"6' 1""",185 lbs.,--,Orthodox,7,1,0
Joe Hurley,Joe,Hurley,,http://www.ufcstats.com/fighter-details/21b54430c8eeb9cc,"5' 8""",155 lbs.,--,,12,5,0
Solomon Hutcherson,Solomon,Hutcherson,King,http://www.ufcstats.com/fighter-details/155bfc7ed36622df,"5' 11""",185 lbs.,--,Southpaw,11,7,0
Young Hwang,Young,Hwang,,http://www.ufcstats.com/fighter-details/8588d14c4952b9fa,"5' 9""",135 lbs.,--,,8,5,0
In Su Hwang,In Su,Hwang,Legendary,http://www.ufcstats.com/fighter-details/1c01d986283e6acb,"5' 11""",185 lbs.,"74.0""",Orthodox,8,2,0
Matty Iann,Matty,Iann,Ironside,http://www.ufcstats.com/fighter-details/031c06c8210e357c,--,135 lbs.,--,,4,0,0
Al Iaquinta,Al,Iaquinta,Raging,http://www.ufcstats.com/fighter-details/59279a7c978f7da0,"5' 10""",155 lbs.,"70.0""",Orthodox,14,7,1
Khadis Ibragimov,Khadis,Ibragimov,,http://www.ufcstats.com/fighter-details/c3218c810959d279,"6' 3""",205 lbs.,"78.0""",Orthodox,8,4,0
Minoki Ichihara,Minoki,Ichihara,,http://www.ufcstats.com/fighter-details/4565d435005319c0,"5' 7""",178 lbs.,--,Orthodox,0,1,0
Alibi Idiris,Alibi,Idiris,,http://www.ufcstats.com/fighter-details/30cad5a751adcb48,"5' 6""",125 lbs.,"68.0""",Orthodox,11,1,0
Dan Ige,Dan,Ige,100K,http://www.ufcstats.com/fighter-details/82a5152216251682,"5' 7""",145 lbs.,"71.0""",Orthodox,19,11,0
Valeri Ignatov,Valeri,Ignatov,,http://www.ufcstats.com/fighter-details/7b6ce3a9460565b5,"5' 9""",170 lbs.,--,Orthodox,1,2,0
Sergey Ignatov,Sergey,Ignatov,,http://www.ufcstats.com/fighter-details/df9e9c1f65805d29,"5' 9""",210 lbs.,--,Orthodox,0,1,0
Fabiano Iha,Fabiano,Iha,,http://www.ufcstats.com/fighter-details/263ebd4a669e1e98,"5' 8""",155 lbs.,--,Orthodox,9,5,0
Seichi Ikemoto,Seichi,Ikemoto,,http://www.ufcstats.com/fighter-details/81f38d1640c4e70d,"5' 11""",168 lbs.,--,Orthodox,21,19,5
Mikhail Iloukhine,Mikhail,Iloukhine,,http://www.ufcstats.com/fighter-details/b71667c778b6d9e5,"5' 9""",205 lbs.,--,Orthodox,30,11,1
Zelim Imadaev,Zelim,Imadaev,,http://www.ufcstats.com/fighter-details/7f0f171414d0a287,"6' 0""",170 lbs.,"76.0""",Orthodox,8,3,0
Kento Imai,Kento,Imai,,http://www.ufcstats.com/fighter-details/3abe2b6b2d9b7efc,--,125 lbs.,--,,12,4,0
Yusuke Imamura,Yusuke,Imamura,,http://www.ufcstats.com/fighter-details/2ce6541127b0e232,"5' 8""",220 lbs.,--,Orthodox,2,6,0
Masakazu Imanari,Masakazu,Imanari,,http://www.ufcstats.com/fighter-details/a4dd5c9a75763295,"5' 4""",139 lbs.,--,Southpaw,36,16,2
Nassourdine Imavov,Nassourdine,Imavov,The Sniper,http://www.ufcstats.com/fighter-details/881bf86d4cba8578,"6' 3""",185 lbs.,"75.0""",Orthodox,17,4,0
Brad Imes,Brad,Imes,Hillbilly Heartthrob,http://www.ufcstats.com/fighter-details/4908c5ee68a50ee5,"6' 7""",265 lbs.,--,Orthodox,13,7,0
Michael Imperato,Michael,Imperato,,http://www.ufcstats.com/fighter-details/59e52d56bab2b1ee,"5' 7""",135 lbs.,"66.0""",Switch,12,7,0
Rui Imura,Rui,Imura,,http://www.ufcstats.com/fighter-details/bb56173e2275e622,"5' 10""",135 lbs.,"69.0""",Southpaw,12,5,0
Chris Indich,Chris,Indich,,http://www.ufcstats.com/fighter-details/d5b7fac960e58920,"5' 10""",170 lbs.,--,,6,4,0
Chris Inman,Chris,Inman,,http://www.ufcstats.com/fighter-details/f0a381ba65d2a933,--,--,--,,1,0,0
Guto Inocente,Guto,Inocente,,http://www.ufcstats.com/fighter-details/e7fe5315b1efeb92,"6' 3""",205 lbs.,--,Orthodox,7,4,0
Enson Inoue,Enson,Inoue,Yamato Damashii,http://www.ufcstats.com/fighter-details/0cf935519d439ba6,"5' 10""",210 lbs.,--,Orthodox,12,8,0
Egan Inoue,Egan,Inoue,,http://www.ufcstats.com/fighter-details/37a6c95201592fea,"5' 9""",190 lbs.,--,Southpaw,13,8,0
Katsuya Inoue,Katsuya,Inoue,,http://www.ufcstats.com/fighter-details/b5882371e2a3900d,"5' 9""",168 lbs.,--,Southpaw,19,9,4
Takeshi Inoue,Takeshi,Inoue,Lion,http://www.ufcstats.com/fighter-details/a61a0cd2829e5d4e,"5' 8""",145 lbs.,--,,23,10,0
Naoki Inoue,Naoki,Inoue,,http://www.ufcstats.com/fighter-details/199eb7cf6ae90294,"5' 9""",125 lbs.,"71.0""",Orthodox,11,1,0
Jorge Interiano,Jorge,Interiano,,http://www.ufcstats.com/fighter-details/1e75e6c9de99fa76,"6' 1""",205 lbs.,--,,4,3,0
Jason Ireland,Jason,Ireland,The Irish Tornado,http://www.ufcstats.com/fighter-details/05a0556072931f01,"5' 9""",161 lbs.,--,Southpaw,19,9,1
James Irvin,James,Irvin,The Sandman,http://www.ufcstats.com/fighter-details/a7f4d0902bb64092,"6' 2""",205 lbs.,"75.0""",Orthodox,17,10,0
Eric Irvin,Eric,Irvin,,http://www.ufcstats.com/fighter-details/a47c2a6e24757932,"5' 8""",155 lbs.,--,,11,4,0
Issa Isakov,Issa,Isakov,Determinator,http://www.ufcstats.com/fighter-details/e9095aeb36f2aeb8,"5' 9""",155 lbs.,"70.0""",Orthodox,10,3,0
Mitsuhiro Ishida,Mitsuhiro,Ishida,The Endless Warrior,http://www.ufcstats.com/fighter-details/82f5c81f4e3c3eb5,"5' 6""",154 lbs.,--,Southpaw,20,8,1
Teruto Ishihara,Teruto,Ishihara,Yashabo,http://www.ufcstats.com/fighter-details/88cd34d836b4ebcd,"5' 7""",135 lbs.,"69.0""",Southpaw,10,7,2
Satoshi Ishii,Satoshi,Ishii,,http://www.ufcstats.com/fighter-details/c8a49ff2acb6f3c5,"5' 11""",240 lbs.,--,Orthodox,15,8,1
Yuki Ishikawa,Yuki,Ishikawa,,http://www.ufcstats.com/fighter-details/119ebea97e914dcf,"5' 11""",205 lbs.,--,Orthodox,0,2,0
Eiji Ishikawa,Eiji,Ishikawa,,http://www.ufcstats.com/fighter-details/eb89dc31949a1427,"5' 10""",170 lbs.,--,,29,24,3
Tokimitsu Ishizawa,Tokimitsu,Ishizawa,Kendo Ka Shin,http://www.ufcstats.com/fighter-details/f3155a94ca420126,"6' 0""",185 lbs.,--,Orthodox,1,5,1
Damir Ismagulov,Damir,Ismagulov,Qazaq,http://www.ufcstats.com/fighter-details/135d124172a0bea3,"5' 10""",155 lbs.,"74.0""",Orthodox,24,3,0
Wallid Ismail,Wallid,Ismail,,http://www.ufcstats.com/fighter-details/da6dfd09cca1d705,"5' 7""",205 lbs.,--,Orthodox,9,3,0
Leandro Issa,Leandro,Issa,Brodinho,http://www.ufcstats.com/fighter-details/d1e1fdcea7c8a90a,"5' 7""",135 lbs.,"69.0""",Orthodox,13,6,0
Kuya Ito,Kuya,Ito,Psycho Zombie,http://www.ufcstats.com/fighter-details/f647247f0d9f3b50,"5' 5""",135 lbs.,"66.0""",Orthodox,17,9,1
Blagoy Ivanov,Blagoy,Ivanov,Baga,http://www.ufcstats.com/fighter-details/1788eee370f077b7,"5' 11""",250 lbs.,"73.0""",Southpaw,19,6,0
Anthony Ivy,Anthony,Ivy,Aquaman,http://www.ufcstats.com/fighter-details/3c5005b66696d790,"6' 2""",185 lbs.,"74.0""",Orthodox,8,4,0
Tomomi Iwama,Tomomi,Iwama,,http://www.ufcstats.com/fighter-details/ac5f67109accb482,"5' 3""",155 lbs.,--,Orthodox,9,6,2
Tatsuya Iwasaki,Tatsuya,Iwasaki,,http://www.ufcstats.com/fighter-details/243b07fc65ccbb16,"5' 9""",205 lbs.,--,Orthodox,0,1,0
Taiga Iwasaki,Taiga,Iwasaki,,http://www.ufcstats.com/fighter-details/5b08af4fbc987f9c,"6' 1""",185 lbs.,"73.0""",Orthodox,9,2,0
Saygid Izagakhmaev,Saygid,Izagakhmaev,,http://www.ufcstats.com/fighter-details/de26d906f2874dd4,"6' 0""",170 lbs.,"74.0""",,22,3,0
Yoislandy Izquierdo,Yoislandy,Izquierdo,Cuba,http://www.ufcstats.com/fighter-details/afc2a7ce0c763bd5,"5' 11""",155 lbs.,--,Southpaw,10,4,0
Hiroshi Izumi,Hiroshi,Izumi,,http://www.ufcstats.com/fighter-details/53e4e21f4c688801,--,205 lbs.,--,Orthodox,4,2,0
Yves Jabouin,Yves,Jabouin,Tiger,http://www.ufcstats.com/fighter-details/b4eeac608fc82f88,"5' 7""",135 lbs.,"68.0""",Orthodox,20,11,0
Kevin Jackson,Kevin,Jackson,,http://www.ufcstats.com/fighter-details/13b2f59210dda9cc,"5' 10""",199 lbs.,--,Switch,4,2,0
Eugene Jackson,Eugene,Jackson,The Wolf,http://www.ufcstats.com/fighter-details/ce783bf73b5131f9,"5' 8""",185 lbs.,--,Orthodox,15,9,1
Quinton Jackson,Quinton,Jackson,Rampage,http://www.ufcstats.com/fighter-details/ffc088e64fab57e9,"6' 1""",205 lbs.,"73.0""",Orthodox,37,12,0
Jeremy Jackson,Jeremy,Jackson,Scorpion,http://www.ufcstats.com/fighter-details/ad32471f01e7b1a5,"5' 10""",170 lbs.,--,Orthodox,9,5,0
Damon Jackson,Damon,Jackson,The Leech,http://www.ufcstats.com/fighter-details/29af297d9f1de0f8,"5' 11""",155 lbs.,"71.0""",Switch,23,8,1
Kenyon Jackson,Kenyon,Jackson,,http://www.ufcstats.com/fighter-details/56c5132870a526d5,"6' 0""",185 lbs.,--,,4,3,0
Mike Jackson,Mike,Jackson,The Truth,http://www.ufcstats.com/fighter-details/0641c21bec209472,"6' 2""",170 lbs.,"74.0""",Orthodox,1,2,0
Jason Jackson,Jason,Jackson,Jah-Son,http://www.ufcstats.com/fighter-details/ca8da445dfa82d56,"6' 1""",170 lbs.,"78.0""",Orthodox,7,2,0
Montel Jackson,Montel,Jackson,Quik,http://www.ufcstats.com/fighter-details/cc1a8b4b38b92c6d,"5' 10""",135 lbs.,"75.0""",Southpaw,15,4,0
Eric Jacob,Eric,Jacob,,http://www.ufcstats.com/fighter-details/ba17afef01ed78b6,--,155 lbs.,--,,1,9,0
Richard Jacobi,Richard,Jacobi,,http://www.ufcstats.com/fighter-details/46f557bd44da630e,"6' 4""",260 lbs.,"75.0""",Orthodox,6,1,1
Dustin Jacoby,Dustin,Jacoby,The Hanyak,http://www.ufcstats.com/fighter-details/e4277e87a789d687,"6' 3""",205 lbs.,"76.0""",Orthodox,22,9,1
Justin James,Justin,James,,http://www.ufcstats.com/fighter-details/1ea8df62b3f8fea6,"5' 10""",155 lbs.,--,Orthodox,13,7,0
Nate James,Nate,James,,http://www.ufcstats.com/fighter-details/a34fecf2f4e5a317,"6' 0""",185 lbs.,--,,14,8,1
Virna Jandiroba,Virna,Jandiroba,Carcara,http://www.ufcstats.com/fighter-details/7dda2cf308f24a02,"5' 3""",115 lbs.,"64.0""",Orthodox,23,4,0
Ryan Janes,Ryan,Janes,,http://www.ufcstats.com/fighter-details/b59037262c8fe060,"6' 3""",185 lbs.,"76.0""",Orthodox,10,3,0
YunSeong Jang,YunSeong,Jang,,http://www.ufcstats.com/fighter-details/c7b0081edfef4bc7,"6' 0""",170 lbs.,"72.0""",Orthodox,7,2,0
Josh Janousek,Josh,Janousek,,http://www.ufcstats.com/fighter-details/8f7380fb0916dc77,"5' 11""",185 lbs.,--,Orthodox,8,1,0
Dave Jansen,Dave,Jansen,,http://www.ufcstats.com/fighter-details/335ad945324c3a2e,"5' 9""",155 lbs.,"73.0""",Orthodox,20,4,0
Jaime Jara,Jaime,Jara,El Cucui,http://www.ufcstats.com/fighter-details/805ad1801eb26abb,"6' 1""",205 lbs.,--,Southpaw,38,18,0
Gigo Jara,Gigo,Jara,The Little Animal,http://www.ufcstats.com/fighter-details/99d5cf1eda8b25c1,"5' 9""",145 lbs.,--,,6,9,0
Keith Jardine,Keith,Jardine,The Dean of Mean,http://www.ufcstats.com/fighter-details/b9d0fd83bb8a147a,"6' 2""",185 lbs.,"76.0""",Orthodox,17,11,2
Brock Jardine,Brock,Jardine,The Machine,http://www.ufcstats.com/fighter-details/64959f90b6dd9759,"5' 11""",170 lbs.,--,Orthodox,12,6,0
Josh Jarvis,Josh,Jarvis,,http://www.ufcstats.com/fighter-details/32e8e0e8498f03c2,--,--,--,,1,4,0
Rony Jason,Rony,Jason,,http://www.ufcstats.com/fighter-details/b71ce838b01f2cad,"5' 7""",145 lbs.,"73.0""",Orthodox,14,7,0
Jasmine Jasudavicius,Jasmine,Jasudavicius,,http://www.ufcstats.com/fighter-details/a9e260472d321361,"5' 7""",125 lbs.,"68.0""",Orthodox,15,4,0
Louis Jauregui,Louis,Jauregui,,http://www.ufcstats.com/fighter-details/0e8744ded08ee5fb,"5' 7""",170 lbs.,--,,4,2,0
Yazmin Jauregui,Yazmin,Jauregui,,http://www.ufcstats.com/fighter-details/40cb680ae1cd331f,"5' 3""",115 lbs.,"64.0""",Orthodox,11,2,0
Justin Jaynes,Justin,Jaynes,The Guitar Hero,http://www.ufcstats.com/fighter-details/304a21d0595e1a08,"5' 7""",145 lbs.,"68.0""",Orthodox,16,8,0
Joanna Jedrzejczyk,Joanna,Jedrzejczyk,,http://www.ufcstats.com/fighter-details/3d6749c4267da18f,"5' 6""",115 lbs.,"65.0""",Orthodox,16,5,0
Aaron Jeffery,Aaron,Jeffery,,http://www.ufcstats.com/fighter-details/ccdcb20370be62a3,"6' 2""",185 lbs.,"73.0""",Orthodox,10,3,0
Trent Jenkins,Trent,Jenkins,,http://www.ufcstats.com/fighter-details/02fc8f50f56eb307,"6' 2""",185 lbs.,--,,0,4,0
Bubba Jenkins,Bubba,Jenkins,The Highlight Kid,http://www.ufcstats.com/fighter-details/5e841bb3752b6e86,"5' 7""",145 lbs.,--,,11,4,0
Adrienna Jenkins,Adrienna,Jenkins,AJ,http://www.ufcstats.com/fighter-details/dae85a6a83f53215,"5' 8""",145 lbs.,--,,19,6,0
Brandon Jenkins,Brandon,Jenkins,The Human Highlight Reel,http://www.ufcstats.com/fighter-details/6a8928652fc01bee,"6' 0""",155 lbs.,"71.0""",Switch,15,9,0
Jack Jenkins,Jack,Jenkins,Phar,http://www.ufcstats.com/fighter-details/a9da3158dd2c2b5a,"5' 7""",145 lbs.,"68.0""",Switch,14,4,0
Steve Jennum,Steve,Jennum,,http://www.ufcstats.com/fighter-details/ad047e3073a775f3,"5' 10""",215 lbs.,--,Orthodox,2,3,0
Ryan Jensen,Ryan,Jensen,,http://www.ufcstats.com/fighter-details/aae99701b21554e4,"6' 1""",185 lbs.,"76.0""",Orthodox,21,8,0
Kyle Jensen,Kyle,Jensen,,http://www.ufcstats.com/fighter-details/aec273fcb765330d,"5' 9""",170 lbs.,--,Orthodox,4,11,2
Chan-Mi Jeon,Chan-Mi,Jeon,,http://www.ufcstats.com/fighter-details/24174a3f44ce8e03,"5' 5""",115 lbs.,--,Orthodox,5,2,0
Maciej Jewtuszko,Maciej,Jewtuszko,Irokez,http://www.ufcstats.com/fighter-details/6b5b9be990774f0e,"6' 0""",155 lbs.,--,Southpaw,12,3,0
Ronald Jhun,Ronald,Jhun,The Machine Gun,http://www.ufcstats.com/fighter-details/b9e871af730f826c,"5' 11""",170 lbs.,--,Orthodox,24,26,2
Baergeng Jieleyisi,Baergeng,Jieleyisi,,http://www.ufcstats.com/fighter-details/8677e67a75d65b8e,"5' 9""",145 lbs.,"71.0""",Orthodox,18,7,0
Gilbert Jimenez,Gilbert,Jimenez,,http://www.ufcstats.com/fighter-details/59d36ddfcb27b7dc,--,155 lbs.,--,,8,12,1
Ramiro Jimenez,Ramiro,Jimenez,El Cachanilla,http://www.ufcstats.com/fighter-details/1c02b964466c10e4,"5' 9""",145 lbs.,"73.0""",Southpaw,11,0,0
Art Jimmerson,Art,Jimmerson,,http://www.ufcstats.com/fighter-details/a5c53b3ddb31cc7d,"6' 1""",196 lbs.,--,Orthodox,0,1,0
Ryan Jimmo,Ryan,Jimmo,The Big Deal,http://www.ufcstats.com/fighter-details/bc3ec52ef70fc155,"6' 1""",205 lbs.,"73.0""",Orthodox,19,5,0
Jinensibieke Asikeerbai,Jinensibieke,Asikeerbai,,http://www.ufcstats.com/fighter-details/4eccb78d628b2238,"5' 6""",155 lbs.,"69.0""",Orthodox,36,11,0
Jiniushiyue,,Jiniushiyue,Little King Kong,http://www.ufcstats.com/fighter-details/c14a683dac2ebc4c,"5' 6""",125 lbs.,"68.0""",Southpaw,13,4,0
Sung Bin Jo,Sung Bin,Jo,Korean Falcon,http://www.ufcstats.com/fighter-details/6e0e977beb909837,"6' 0""",145 lbs.,"72.0""",Orthodox,9,1,0
Carls John De Tomas,Carls,John De Tomas,,http://www.ufcstats.com/fighter-details/2a4200ead401a9ce,"5' 5""",125 lbs.,"71.0""",Southpaw,6,2,0
Phil Johns,Phil,Johns,,http://www.ufcstats.com/fighter-details/a8fa0c4e95512806,"5' 2""",170 lbs.,--,Southpaw,30,14,1
Brett Johns,Brett,Johns,The Pikey,http://www.ufcstats.com/fighter-details/ec52462a1b41f714,"5' 7""",135 lbs.,"71.0""",Orthodox,17,2,0
Miles Johns,Miles,Johns,Chapo,http://www.ufcstats.com/fighter-details/46e0d677f91bacc0,"5' 7""",135 lbs.,"68.0""",Orthodox,15,5,0
Anthony Johnson,Anthony,Johnson,Rumble,http://www.ufcstats.com/fighter-details/365fee2da473b177,"6' 2""",205 lbs.,"78.0""",Orthodox,22,6,0
DaMarques Johnson,DaMarques,Johnson,Darkness,http://www.ufcstats.com/fighter-details/322a56923b396b4d,"6' 1""",170 lbs.,"75.0""",Orthodox,15,15,0
Devin Johnson,Devin,Johnson,,http://www.ufcstats.com/fighter-details/22f4b6cb6b1bd7fd,--,--,--,,1,1,1
Travis Johnson,Travis,Johnson,,http://www.ufcstats.com/fighter-details/443835675e8fc6ca,--,205 lbs.,--,,0,1,0
Ricky Johnson,Ricky,Johnson,,http://www.ufcstats.com/fighter-details/fa2fca260beeb9c0,"5' 8""",145 lbs.,--,Orthodox,10,6,0
Tony Johnson,Tony,Johnson,,http://www.ufcstats.com/fighter-details/3641a0d117e9bc6c,"6' 2""",205 lbs.,"76.0""",Orthodox,7,2,0
Lavar Johnson,Lavar,Johnson,Big,http://www.ufcstats.com/fighter-details/e6c5908910cc26e4,"6' 4""",240 lbs.,"82.0""",Orthodox,18,10,0
Demetrious Johnson,Demetrious,Johnson,Mighty Mouse,http://www.ufcstats.com/fighter-details/8a304bfd6bf04a57,"5' 3""",125 lbs.,"66.0""",Orthodox,27,3,1
Michael Johnson,Michael,Johnson,The Menace,http://www.ufcstats.com/fighter-details/511e82663651438d,"5' 10""",155 lbs.,"73.0""",Southpaw,25,20,0
Deshaun Johnson,Deshaun,Johnson,,http://www.ufcstats.com/fighter-details/bf97ad31eae89429,--,167 lbs.,--,,6,9,0
Kajan Johnson,Kajan,Johnson,Ragin',http://www.ufcstats.com/fighter-details/633a45d131192ffe,"5' 11""",155 lbs.,"75.0""",Orthodox,23,13,1
Dashon Johnson,Dashon,Johnson,Flyboy,http://www.ufcstats.com/fighter-details/36207c58e854cae5,"5' 7""",145 lbs.,--,Orthodox,9,2,0
Timothy Johnson,Timothy,Johnson,,http://www.ufcstats.com/fighter-details/cc900af167fbedfd,"6' 3""",265 lbs.,"77.0""",Southpaw,12,4,0
Tony Johnson,Tony,Johnson,,http://www.ufcstats.com/fighter-details/a45bab49951a45cd,"6' 1""",265 lbs.,--,,11,3,0
Jordan Johnson,Jordan,Johnson,,http://www.ufcstats.com/fighter-details/99bcdf5eac39898f,"6' 2""",205 lbs.,"79.0""",Orthodox,10,0,0
Taylor Johnson,Taylor,Johnson,Tombstone,http://www.ufcstats.com/fighter-details/552b09cbf13b6328,"6' 0""",185 lbs.,"74.0""",Switch,5,1,0
Chad Johnson,Chad,Johnson,Big Rigg,http://www.ufcstats.com/fighter-details/6ce9a012e4c6020c,"6' 2""",230 lbs.,"80.0""",Orthodox,6,2,0
Jose Johnson,Jose,Johnson,Zhakwarius,http://www.ufcstats.com/fighter-details/84f727cf0166d6f2,"6' 0""",125 lbs.,"71.0""",Orthodox,16,10,0
Charles Johnson,Charles,Johnson,InnerG,http://www.ufcstats.com/fighter-details/814e5233e2acf2ee,"5' 9""",125 lbs.,"70.0""",Switch,19,8,0
Donte Johnson,Donte,Johnson,Lock Jaw,http://www.ufcstats.com/fighter-details/ad5cb64af10fc946,"5' 8""",185 lbs.,"74.0""",Southpaw,8,0,0
Brian Johnston,Brian,Johnston,,http://www.ufcstats.com/fighter-details/1c3f5e85b59ec710,"6' 3""",230 lbs.,--,Orthodox,5,5,0
Ben Johnston,Ben,Johnston,,http://www.ufcstats.com/fighter-details/3261aa79bf6caa64,--,185 lbs.,--,Orthodox,5,1,0
Liana Jojua,Liana,Jojua,She Wolf,http://www.ufcstats.com/fighter-details/eebc23626e38f5dc,"5' 4""",125 lbs.,"62.0""",Orthodox,8,5,0
Nikola Joksovic,Nikola,Joksovic,,http://www.ufcstats.com/fighter-details/a6aa3157e1a1d104,--,170 lbs.,--,,16,0,0
Daniel Jolly,Daniel,Jolly,The Werewolf of Texas,http://www.ufcstats.com/fighter-details/eeabcd4dc6619129,"6' 1""",205 lbs.,"75.0""",Orthodox,5,3,0
Paul Jones,Paul,Jones,,http://www.ufcstats.com/fighter-details/f341f9551ba744e2,"5' 9""",199 lbs.,--,Orthodox,11,1,1
Jon Jones,Jon,Jones,Bones,http://www.ufcstats.com/fighter-details/07f72a2a7591b409,"6' 4""",248 lbs.,"84.0""",Orthodox,28,1,0
Nathan Jones,Nathan,Jones,,http://www.ufcstats.com/fighter-details/f54fb3b9c4228142,"6' 11""",345 lbs.,--,Orthodox,0,1,0
