fighter_name,first_name,last_name,nickname,fighter_url,height,weight,reach,stance,wins,losses,draws
Marcus Jones,Marcus,Jones,The Darkness,http://www.ufcstats.com/fighter-details/8fa2b06572365321,"6' 6""",265 lbs.,--,Orthodox,4,2,0
Carlton Jones,Carlton,Jones,,http://www.ufcstats.com/fighter-details/f117c3e8c1aa7b9e,"6' 1""",225 lbs.,--,Orthodox,1,4,0
Jesse Jones,Jesse,Jones,,http://www.ufcstats.com/fighter-details/bc0f994de0521926,"5' 9""",170 lbs.,--,,2,1,0
Tito Jones,Tito,Jones,,http://www.ufcstats.com/fighter-details/7b223a22a6c26868,"5' 8""",145 lbs.,--,Southpaw,11,8,0
Roy Jones,Roy,Jones,,http://www.ufcstats.com/fighter-details/be8dfcf0442812b1,--,205 lbs.,--,,7,5,0
Justin Jones,Justin,Jones,Black Dynamite,http://www.ufcstats.com/fighter-details/9b75954db8db2a08,"5' 11""",185 lbs.,--,Orthodox,9,2,0
Ben Jones,Ben,Jones,Blitzkrieg,http://www.ufcstats.com/fighter-details/329aff8e958a2997,--,185 lbs.,--,,4,4,0
Victor Jones,Victor,Jones,,http://www.ufcstats.com/fighter-details/04f0471f221db717,--,145 lbs.,--,,1,3,0
Chris Jones,Chris,Jones,Lionheart,http://www.ufcstats.com/fighter-details/509319d35664369e,"5' 9""",149 lbs.,--,,10,5,0
Roshaun Jones,Roshaun,Jones,,http://www.ufcstats.com/fighter-details/8a9f54b9056b07f5,"5' 8""",135 lbs.,--,,2,6,0
Jamelle Jones,Jamelle,Jones,The Beast,http://www.ufcstats.com/fighter-details/1dda22d0ac3d1271,"6' 0""",205 lbs.,"75.0""",Orthodox,7,5,0
Antonio Jones,Antonio,Jones,Doomsday,http://www.ufcstats.com/fighter-details/f1fd494586ab8d5f,"5' 11""",185 lbs.,--,Orthodox,6,1,0
Trevin Jones,Trevin,Jones,5 Star,http://www.ufcstats.com/fighter-details/ec23c1be628d8057,"5' 7""",135 lbs.,"70.0""",Southpaw,13,10,0
Mason Jones,Mason,Jones,The Dragon,http://www.ufcstats.com/fighter-details/f6ad6a1e4d600e0d,"5' 10""",155 lbs.,"74.0""",Orthodox,18,2,0
Craig Jones,Craig,Jones,,http://www.ufcstats.com/fighter-details/e947b563eb744a21,--,205 lbs.,--,,0,0,0
Jacobi Jones,Jacobi,Jones,Big Toe,http://www.ufcstats.com/fighter-details/08b01ed84044c6bc,"5' 9""",155 lbs.,"72.0""",Orthodox,6,2,0
Jocelyn Jones-Lybarger,Jocelyn,Jones-Lybarger,,http://www.ufcstats.com/fighter-details/1a98c9dbb7fc3959,"5' 7""",115 lbs.,"64.0""",Orthodox,6,4,0
Kevin Jordan,Kevin,Jordan,The Shaman,http://www.ufcstats.com/fighter-details/02e52b3a595f0786,"6' 3""",245 lbs.,--,Orthodox,11,9,0
Joe Jordan,Joe,Jordan,,http://www.ufcstats.com/fighter-details/712c4db78b9373d1,"5' 6""",155 lbs.,--,Orthodox,49,14,2
Shawn Jordan,Shawn,Jordan,The Savage,http://www.ufcstats.com/fighter-details/ca2efc9d7d523c43,"6' 0""",260 lbs.,"75.0""",Southpaw,19,8,0
Ivan Jorge,Ivan,Jorge,Batman,http://www.ufcstats.com/fighter-details/19db7ac26308178f,"5' 9""",155 lbs.,"73.0""",Orthodox,27,7,0
Scott Jorgensen,Scott,Jorgensen,Young Guns,http://www.ufcstats.com/fighter-details/0b64d0fed453ef7f,"5' 5""",135 lbs.,"66.0""",Orthodox,15,12,0
Gareth Joseph,Gareth,Joseph,,http://www.ufcstats.com/fighter-details/8ecb9f42da5ef5ac,--,205 lbs.,--,,9,5,0
Dwight Joseph,Dwight,Joseph,,http://www.ufcstats.com/fighter-details/34ca93f1791a5c50,"5' 6""",135 lbs.,--,Switch,5,0,0
Jeff Joslin,Jeff,Joslin,The Inferno,http://www.ufcstats.com/fighter-details/388abbf8832b5adf,"6' 0""",170 lbs.,--,Orthodox,5,3,0
Krzysztof Jotko,Krzysztof,Jotko,,http://www.ufcstats.com/fighter-details/4e06913c91da5200,"6' 1""",185 lbs.,"77.0""",Southpaw,24,6,0
Alan Jouban,Alan,Jouban,Brahma,http://www.ufcstats.com/fighter-details/cf65d56b0755ed3b,"6' 0""",170 lbs.,"73.0""",Southpaw,17,7,0
Charles Jourdain,Charles,Jourdain,Air,http://www.ufcstats.com/fighter-details/f1d64ae34e088832,"5' 9""",135 lbs.,"69.0""",Switch,18,8,1
Louis Jourdain,Louis,Jourdain,The Mad Prince,http://www.ufcstats.com/fighter-details/91cd52cb92dfdd52,"5' 9""",135 lbs.,"69.0""",Orthodox,9,3,0
Kevin Jousset,Kevin,Jousset,Air,http://www.ufcstats.com/fighter-details/dda15dbfafb792df,"6' 2""",170 lbs.,"75.0""",Orthodox,10,4,0
Mike Joy,Mike,Joy,,http://www.ufcstats.com/fighter-details/35080a7f406f9ab3,"5' 6""",155 lbs.,--,Southpaw,11,8,0
Dustin Joynson,Dustin,Joynson,,http://www.ufcstats.com/fighter-details/791367e8c35cfb6a,"6' 6""",244 lbs.,"78.0""",Orthodox,5,0,0
Tony Juarez,Tony,Juarez,,http://www.ufcstats.com/fighter-details/97f3692d5444a80a,--,155 lbs.,--,,1,12,0
Jesse Juarez,Jesse,Juarez,,http://www.ufcstats.com/fighter-details/cd039ff136d89ded,"6' 1""",170 lbs.,--,Orthodox,23,12,0
Ernie Juarez,Ernie,Juarez,The Young Titan,http://www.ufcstats.com/fighter-details/410898e8dd6ca9b6,"5' 8""",145 lbs.,"70.0""",,8,1,0
Anshul Jubli,Anshul,Jubli,King of Lions,http://www.ufcstats.com/fighter-details/a72a2a769fa5a2be,"6' 0""",155 lbs.,"69.0""",Switch,7,2,0
Carli Judice,Carli,Judice,Crispy,http://www.ufcstats.com/fighter-details/f1ab6f37492c630a,"5' 7""",125 lbs.,"68.0""",Southpaw,6,2,0
Steve Judson,Steve,Judson,,http://www.ufcstats.com/fighter-details/6ece1d2ab1bed31d,"5' 11""",230 lbs.,--,Orthodox,0,2,0
Luke Jumeau,Luke,Jumeau,The Jedi,http://www.ufcstats.com/fighter-details/4c288a2b250bb576,"5' 11""",170 lbs.,"72.0""",Orthodox,13,5,0
Bu-Kyung Jung,Bu-Kyung,Jung,,http://www.ufcstats.com/fighter-details/b35d1650c78c2948,"5' 7""",154 lbs.,--,Orthodox,0,4,0
Chan Sung Jung,Chan Sung,Jung,The Korean Zombie,http://www.ufcstats.com/fighter-details/c451d67c09c55418,"5' 7""",145 lbs.,"72.0""",Orthodox,17,8,0
Young Sam Jung,Young Sam,Jung,,http://www.ufcstats.com/fighter-details/13104eaed3ae96c3,"5' 8""",139 lbs.,--,Orthodox,4,8,0
Da Woon Jung,Da Woon,Jung,Sseda,http://www.ufcstats.com/fighter-details/74f9448b97bf8bec,"6' 4""",205 lbs.,"78.0""",Orthodox,15,6,1
Scott Junk,Scott,Junk,,http://www.ufcstats.com/fighter-details/ac70a4f1db1b8c40,"6' 1""",265 lbs.,--,Orthodox,8,3,1
Myles Jury,Myles,Jury,Fury,http://www.ufcstats.com/fighter-details/08e908ed6d18d6a0,"5' 10""",145 lbs.,"73.0""",Orthodox,17,4,0
Cristiane Justino,Cristiane,Justino,Cyborg,http://www.ufcstats.com/fighter-details/634bb0de2eb043b4,"5' 8""",145 lbs.,"68.0""",Orthodox,21,2,0
Patrick Kaase,Patrick,Kaase,Kamikaze,http://www.ufcstats.com/fighter-details/b180f05acb24d430,"5' 9""",185 lbs.,--,,1,2,0
Emily Kagan,Emily,Kagan,,http://www.ufcstats.com/fighter-details/c1ea9d56cd953586,"5' 3""",115 lbs.,--,,3,3,0
Oron Kahlon,Oron,Kahlon,,http://www.ufcstats.com/fighter-details/00a35c92b03992b0,"5' 8""",135 lbs.,"70.0""",Orthodox,16,1,0
Kaiwen,,Kaiwen,The Underdog,http://www.ufcstats.com/fighter-details/0565706b1e7f7e7c,"5' 8""",145 lbs.,"71.0""",Switch,15,7,0
Sirwan Kakai,Sirwan,Kakai,Zohan,http://www.ufcstats.com/fighter-details/2525a853486ee670,"5' 5""",135 lbs.,--,Orthodox,12,5,0
Saidyokub Kakhramonov,Saidyokub,Kakhramonov,,http://www.ufcstats.com/fighter-details/50a28b9f8314e008,"5' 8""",135 lbs.,"69.0""",Orthodox,10,3,0
Geza Kalman,Geza,Kalman,,http://www.ufcstats.com/fighter-details/304fcd812f12c589,"6' 1""",200 lbs.,--,,4,9,0
Bryson Kamaka,Bryson,Kamaka,,http://www.ufcstats.com/fighter-details/9336e86cfd4ceaa1,"5' 11""",170 lbs.,--,Orthodox,12,20,1
Kai Kamaka III,Kai,Kamaka III,Da Fighting Hawaiian,http://www.ufcstats.com/fighter-details/eee0ef3e2b14816b,"5' 7""",155 lbs.,"69.0""",Orthodox,18,7,1
Shah Kamali,Shah,Kamali,,http://www.ufcstats.com/fighter-details/a46ab6c64d321c2d,--,265 lbs.,--,,4,0,0
Shuya Kamikubo,Shuya,Kamikubo,Stealth,http://www.ufcstats.com/fighter-details/a46fa1c7972548d0,"5' 5""",135 lbs.,"68.0""",Switch,13,2,1
Daichi Kamiya,Daichi,Kamiya,,http://www.ufcstats.com/fighter-details/a497e228cce8a64f,"5' 8""",155 lbs.,"68.0""",Southpaw,6,1,0
Martin Kampmann,Martin,Kampmann,The Hitman,http://www.ufcstats.com/fighter-details/8b69839f3555a67b,"6' 0""",170 lbs.,"72.0""",Orthodox,20,7,0
Koya Kanda,Koya,Kanda,Bushido,http://www.ufcstats.com/fighter-details/b42d3a1469dab722,"5' 9""",145 lbs.,"75.0""",Southpaw,12,5,0
Bharat Kandare,Bharat,Kandare,Daring,http://www.ufcstats.com/fighter-details/efd2b3e9bb7965a4,"5' 7""",135 lbs.,"72.0""",Orthodox,5,3,0
Hiromitsu Kanehara,Hiromitsu,Kanehara,,http://www.ufcstats.com/fighter-details/eda579d906cf0ca2,"5' 10""",200 lbs.,--,Orthodox,19,27,5
Masanori Kanehara,Masanori,Kanehara,,http://www.ufcstats.com/fighter-details/f3a078277b3b8ff4,"5' 7""",135 lbs.,"67.0""",Orthodox,26,12,5
Ken Kaneko,Ken,Kaneko,,http://www.ufcstats.com/fighter-details/5345f86680378fc1,"6' 0""",161 lbs.,--,Orthodox,0,3,0
Denis Kang,Denis,Kang,,http://www.ufcstats.com/fighter-details/3c241737a6069b9f,"5' 11""",185 lbs.,"77.0""",Orthodox,35,16,2
Kyung Ho Kang,Kyung Ho,Kang,Mr. Perfect,http://www.ufcstats.com/fighter-details/a7897d200692ab64,"5' 9""",135 lbs.,"73.0""",Orthodox,19,11,0
Manel Kape,Manel,Kape,StarBoy,http://www.ufcstats.com/fighter-details/5d1b7e3dd9e11074,"5' 5""",125 lbs.,"68.0""",Southpaw,22,7,0
David Kaplan,David,Kaplan,Diamond,http://www.ufcstats.com/fighter-details/5669b828e7e11329,"5' 7""",155 lbs.,--,Orthodox,3,4,0
Kai Kara-France,Kai,Kara-France,Don't Blink,http://www.ufcstats.com/fighter-details/853eb0dd5c0e2149,"5' 4""",125 lbs.,"69.0""",Orthodox,25,12,0
Georgi Karakhanyan,Georgi,Karakhanyan,Insane,http://www.ufcstats.com/fighter-details/43292ecf0e72c143,"5' 8""",145 lbs.,--,,26,7,1
Alex Karalexis,Alex,Karalexis,The Assassin,http://www.ufcstats.com/fighter-details/e361e5c858af6ff1,"5' 8""",155 lbs.,"66.0""",Orthodox,10,6,0
Ernesta Kareckaite,Ernesta,Kareckaite,Heavy-Handed,http://www.ufcstats.com/fighter-details/e4faa79383c9f214,"5' 9""",125 lbs.,"71.0""",Orthodox,6,2,1
Impa Kasanganay,Impa,Kasanganay,Tshilobo,http://www.ufcstats.com/fighter-details/257b0c8d6f199895,"5' 11""",170 lbs.,"75.0""",Orthodox,9,2,0
Jinnosuke Kashimura,Jinnosuke,Kashimura,,http://www.ufcstats.com/fighter-details/4a9120fa47bafef0,"5' 7""",155 lbs.,"71.0""",Southpaw,4,2,0
Nadia Kassem,Nadia,Kassem,,http://www.ufcstats.com/fighter-details/6e7506127408aa9e,"5' 5""",125 lbs.,"66.0""",Southpaw,5,2,0
Yusuke Kasuya,Yusuke,Kasuya,,http://www.ufcstats.com/fighter-details/3058888c33149a53,"5' 7""",155 lbs.,--,Southpaw,9,3,0
Tetsuji Kato,Tetsuji,Kato,,http://www.ufcstats.com/fighter-details/542db012217ecb83,--,155 lbs.,--,Orthodox,20,10,0
Hisaki Kato,Hisaki,Kato,,http://www.ufcstats.com/fighter-details/ebf1c247b2cba375,"6' 0""",185 lbs.,--,,8,2,0
Brad Katona,Brad,Katona,Superman,http://www.ufcstats.com/fighter-details/7b433309b0fd12aa,"5' 6""",135 lbs.,"64.0""",Orthodox,16,5,0
Calvin Kattar,Calvin,Kattar,,http://www.ufcstats.com/fighter-details/751de04455cfaac0,"5' 11""",145 lbs.,"72.0""",Orthodox,23,10,0
Sarah Kaufman,Sarah,Kaufman,,http://www.ufcstats.com/fighter-details/36df8e119aec6175,"5' 5""",135 lbs.,"66.0""",Orthodox,18,4,0
Lone'er Kavanagh,Lone'er,Kavanagh,,http://www.ufcstats.com/fighter-details/bb2c3c3a466224af,"5' 6""",125 lbs.,"67.0""",Orthodox,10,1,0
Yusuke Kawaguchi,Yusuke,Kawaguchi,,http://www.ufcstats.com/fighter-details/fa2320781bfe4f49,"6' 0""",255 lbs.,--,,18,12,0
Canaan Kawaihae,Canaan,Kawaihae,,http://www.ufcstats.com/fighter-details/58d42b9e920b25fc,"6' 0""",145 lbs.,"71.0""",Southpaw,6,2,0
Tatsuya Kawajiri,Tatsuya,Kawajiri,Crusher,http://www.ufcstats.com/fighter-details/80d918336163b80c,"5' 7""",145 lbs.,"69.0""",Orthodox,36,11,2
Ryo Kawamura,Ryo,Kawamura,,http://www.ufcstats.com/fighter-details/9e91d7fd2720e241,"5' 11""",205 lbs.,--,Orthodox,18,9,4
Masuto Kawana,Masuto,Kawana,Mast,http://www.ufcstats.com/fighter-details/49f4171f14f54220,"5' 6""",145 lbs.,"69.0""",Orthodox,10,4,0
Doug Kay,Doug,Kay,,http://www.ufcstats.com/fighter-details/547c5611bd366988,--,--,--,,0,0,0
Toshiomi Kazama,Toshiomi,Kazama,,http://www.ufcstats.com/fighter-details/148bb103cfbf123e,"5' 7""",135 lbs.,"69.0""",Orthodox,11,5,0
Julie Kedzie,Julie,Kedzie,,http://www.ufcstats.com/fighter-details/981ab7a0576f76a0,"5' 5""",135 lbs.,--,Orthodox,16,13,0
Ryan Keenan,Ryan,Keenan,,http://www.ufcstats.com/fighter-details/a72b20136239ba39,"5' 10""",170 lbs.,--,,6,2,0
Losene Keita,Losene,Keita,Black Panther,http://www.ufcstats.com/fighter-details/5b43d68174b6e2ab,"5' 7""",145 lbs.,"72.0""",Orthodox,16,2,0
CJ Keith,CJ,Keith,,http://www.ufcstats.com/fighter-details/c0eecd851dbf3146,"6' 0""",155 lbs.,--,Orthodox,8,4,0
Chris Kelades,Chris,Kelades,The Greek Assassin,http://www.ufcstats.com/fighter-details/56c9acc4e86046a2,"5' 7""",125 lbs.,"68.0""",Orthodox,9,3,0
Brian Kelleher,Brian,Kelleher,Boom,http://www.ufcstats.com/fighter-details/7be14eaed4c74856,"5' 6""",135 lbs.,"66.0""",Switch,24,16,0
Mayana Kellem,Mayana,Kellem,,http://www.ufcstats.com/fighter-details/c788481ae19e798d,"5' 5""",135 lbs.,--,Orthodox,7,1,0
Tony Kelley,Tony,Kelley,Primetime,http://www.ufcstats.com/fighter-details/1a08b01fdabb6ae2,"5' 9""",135 lbs.,"70.0""",Switch,8,3,0
Paul Kelly,Paul,Kelly,,http://www.ufcstats.com/fighter-details/aac5ac38148f0528,"5' 9""",155 lbs.,"70.0""",Orthodox,14,5,0
John Kelly,John,Kelly,,http://www.ufcstats.com/fighter-details/ace83095105dd205,"5' 9""",170 lbs.,--,,5,4,0
Daniel Kelly,Daniel,Kelly,,http://www.ufcstats.com/fighter-details/bdcbb976816fd256,"6' 0""",185 lbs.,"70.0""",Southpaw,13,4,0
Tim Kennedy,Tim,Kennedy,,http://www.ufcstats.com/fighter-details/3c660c90d48fc80d,"5' 11""",185 lbs.,"74.0""",Orthodox,18,6,0
Steve Kennedy,Steve,Kennedy,The Steamrolla,http://www.ufcstats.com/fighter-details/185fb0200a4605e6,"5' 11""",170 lbs.,--,Orthodox,24,8,0
Jeremy Kennedy,Jeremy,Kennedy,JBC,http://www.ufcstats.com/fighter-details/68f6e96c5fa6e044,"5' 11""",145 lbs.,"71.0""",Orthodox,11,1,0
Waylon Kennell,Waylon,Kennell,,http://www.ufcstats.com/fighter-details/9b8a73b59be8d786,"6' 0""",185 lbs.,--,,6,2,0
Casey Kenney,Casey,Kenney,,http://www.ufcstats.com/fighter-details/e7bba7ce4d6c7b07,"5' 7""",135 lbs.,"68.0""",Southpaw,16,4,1
Maimaitituoheti Keremuaili,Maimaitituoheti,Keremuaili,Kyrgyz Mountain Eagle,http://www.ufcstats.com/fighter-details/772022b989534f0d,"5' 6""",135 lbs.,"66.0""",Orthodox,26,11,0
Aurelijus Kerpe,Aurelijus,Kerpe,,http://www.ufcstats.com/fighter-details/c1e4ae143cce7398,--,--,--,Orthodox,11,22,0
Mark Kerr,Mark,Kerr,The Smashing Machine,http://www.ufcstats.com/fighter-details/a7b48e18ca27795d,"6' 3""",266 lbs.,--,Switch,15,11,0
Will Kerr,Will,Kerr,,http://www.ufcstats.com/fighter-details/ef61d9f5176b3200,"5' 10""",155 lbs.,"69.0""",Orthodox,9,3,0
Ron Keslar,Ron,Keslar,,http://www.ufcstats.com/fighter-details/b84f34b425dfd24b,--,185 lbs.,--,,11,9,0
Rustam Khabilov,Rustam,Khabilov,Tiger,http://www.ufcstats.com/fighter-details/9b7694d064a8a0ad,"5' 8""",155 lbs.,"73.0""",Orthodox,24,4,0
Adam Khaliev,Adam,Khaliev,,http://www.ufcstats.com/fighter-details/1aba18b5f15d4956,"6' 0""",170 lbs.,--,Orthodox,6,0,0
Sergey Khandozhko,Sergey,Khandozhko,Honda,http://www.ufcstats.com/fighter-details/90da09db03e41748,"6' 1""",170 lbs.,"74.0""",Orthodox,28,6,1
Sergei Kharitonov,Sergei,Kharitonov,,http://www.ufcstats.com/fighter-details/0693b2eab79198ea,"6' 0""",245 lbs.,--,Orthodox,26,6,0
Alfred Khashakyan,Alfred,Khashakyan,The Fearless,http://www.ufcstats.com/fighter-details/3929efe0c0a83d07,"5' 8""",135 lbs.,"70.0""",Orthodox,8,3,0
Aziz Khaydarov,Aziz,Khaydarov,,http://www.ufcstats.com/fighter-details/a072b512b6f4fc42,"5' 11""",155 lbs.,"72.0""",Orthodox,21,7,0
Mansher Khera,Mansher,Khera,New Era,http://www.ufcstats.com/fighter-details/4bbd1e5c77ef3c2f,"5' 10""",155 lbs.,"68.0""",Orthodox,10,0,0
Aliaskhab Khizriev,Aliaskhab,Khizriev,Black Wolf,http://www.ufcstats.com/fighter-details/7ab478c397cd68ef,"5' 9""",185 lbs.,"74.0""",Southpaw,14,0,0
WonBin Ki,WonBin,Ki,The Danger,http://www.ufcstats.com/fighter-details/aaeb55084b198a39,"5' 11""",155 lbs.,"73.0""",Orthodox,18,9,0
Pannie Kianzad,Pannie,Kianzad,Banzai,http://www.ufcstats.com/fighter-details/91dac5e69e28d5b5,"5' 7""",135 lbs.,"66.0""",Orthodox,17,9,0
Akira Kikuchi,Akira,Kikuchi,,http://www.ufcstats.com/fighter-details/9c37681096c6f3a9,"5' 8""",155 lbs.,--,Orthodox,16,4,0
Katsunori Kikuno,Katsunori,Kikuno,,http://www.ufcstats.com/fighter-details/44470bfd9483c7ad,"5' 8""",145 lbs.,"66.0""",Orthodox,24,8,2
Sanae Kikuta,Sanae,Kikuta,,http://www.ufcstats.com/fighter-details/e4bde462b043d3e1,"5' 9""",200 lbs.,--,Orthodox,31,9,3
Jacob Kilburn,Jacob,Kilburn,The Killer,http://www.ufcstats.com/fighter-details/637bd06c32219f0b,"5' 9""",145 lbs.,"72.0""",Orthodox,8,4,0
Dong Hyun Kim,Dong Hyun,Kim,Stun Gun,http://www.ufcstats.com/fighter-details/9bcf8603ceb25680,"6' 2""",170 lbs.,"76.0""",Southpaw,22,4,1
Jin Oh Kim,Jin Oh,Kim,,http://www.ufcstats.com/fighter-details/8d04923f2db59b7f,"5' 9""",205 lbs.,--,Orthodox,0,4,0
Dae Won Kim,Dae Won,Kim,,http://www.ufcstats.com/fighter-details/354808cf38d9d73c,"5' 11""",180 lbs.,--,Orthodox,11,7,0
Jong Wang Kim,Jong Wang,Kim,,http://www.ufcstats.com/fighter-details/380e8b023290d091,"6' 1""",240 lbs.,--,,13,23,0
Jong Won Kim,Jong Won,Kim,,http://www.ufcstats.com/fighter-details/9e0f28d1f639ad73,"5' 7""",139 lbs.,--,Orthodox,0,1,0
Min Soo Kim,Min Soo,Kim,,http://www.ufcstats.com/fighter-details/831b937811804dad,"6' 1""",255 lbs.,--,Southpaw,3,7,0
Jong Man Kim,Jong Man,Kim,Special Force,http://www.ufcstats.com/fighter-details/dba230fe33011201,"5' 7""",139 lbs.,--,Orthodox,23,11,3
Ji Yeon Kim,Ji Yeon,Kim,Firefist,http://www.ufcstats.com/fighter-details/a20f234df70f2182,"5' 7""",125 lbs.,"72.0""",Orthodox,9,7,2
MinWoo Kim,MinWoo,Kim,Korean MOAI,http://www.ufcstats.com/fighter-details/6343a95f1d9e6a33,"5' 8""",135 lbs.,"72.0""",Orthodox,10,2,0
HanSeul Kim,HanSeul,Kim,Spade,http://www.ufcstats.com/fighter-details/2bc47c7cc6c05bd7,"6' 1""",170 lbs.,"73.0""",Southpaw,13,6,0
KyeungPyo Kim,KyeungPyo,Kim,Redhorse,http://www.ufcstats.com/fighter-details/5a9f7b5ffebdd6e7,"5' 9""",155 lbs.,"71.0""",Orthodox,11,4,0
Sangwook Kim,Sangwook,Kim,Frogman,http://www.ufcstats.com/fighter-details/a264d4e9a4d6bfe4,"6' 0""",155 lbs.,"71.0""",Orthodox,13,4,0
SangWon Kim,SangWon,Kim,No Problem,http://www.ufcstats.com/fighter-details/e9712cad24948ce1,"5' 9""",145 lbs.,"69.0""",Orthodox,10,6,1
KyuSung Kim,KyuSung,Kim,,http://www.ufcstats.com/fighter-details/e7ecfab8fd86d3e1,"5' 11""",125 lbs.,"69.0""",Orthodox,12,6,0
So Yul Kim,So Yul,Kim,,http://www.ufcstats.com/fighter-details/864c07a7ff90caae,--,115 lbs.,--,,8,1,0
Jeremy Kimball,Jeremy,Kimball,,http://www.ufcstats.com/fighter-details/917a5cb9821df261,"6' 0""",205 lbs.,"72.0""",Switch,15,8,0
Rob Kimmons,Rob,Kimmons,The Rosedale Reaper,http://www.ufcstats.com/fighter-details/054defd5420a551f,"5' 10""",185 lbs.,"73.0""",Orthodox,25,9,0
Dustin Kimura,Dustin,Kimura,The Diamond,http://www.ufcstats.com/fighter-details/fe91d254db77a7fc,"5' 7""",135 lbs.,"71.0""",Orthodox,11,3,0
Taiei Kin,Taiei,Kin,,http://www.ufcstats.com/fighter-details/c7ac79839e86ce33,"5' 11""",185 lbs.,--,Orthodox,6,3,0
Mike King,Mike,King,,http://www.ufcstats.com/fighter-details/564c2f5f9eb45d67,"6' 3""",185 lbs.,--,,5,1,0
Kyle Kingsbury,Kyle,Kingsbury,Kingsbu,http://www.ufcstats.com/fighter-details/b959e8c7fd8390d2,"6' 4""",205 lbs.,"79.0""",Orthodox,11,6,0
Yusaku Kinoshita,Yusaku,Kinoshita,,http://www.ufcstats.com/fighter-details/21b5c82c1b89dab1,"6' 0""",170 lbs.,"71.0""",Southpaw,6,3,0
Kamuela Kirk,Kamuela,Kirk,The Jawaiian,http://www.ufcstats.com/fighter-details/c7d7fda69ec410d3,"5' 10""",155 lbs.,"75.0""",Switch,12,6,0
Yurij Kiseliov,Yurij,Kiseliov,Playboy,http://www.ufcstats.com/fighter-details/51d2aaaca56e5b40,"5' 8""",185 lbs.,--,Orthodox,5,4,0
Justine Kish,Justine,Kish,,http://www.ufcstats.com/fighter-details/928ae2e5b5f7a9ec,"5' 5""",125 lbs.,"64.0""",Orthodox,7,4,0
Koji Kitao,Koji,Kitao,,http://www.ufcstats.com/fighter-details/2a6f8136da1e52c0,"6' 7""",350 lbs.,--,Southpaw,1,2,0
Satoru Kitaoka,Satoru,Kitaoka,,http://www.ufcstats.com/fighter-details/e2ac5bb645f33088,"5' 6""",154 lbs.,--,,40,14,9
Top Noi Kiwram,Top Noi,Kiwram,,http://www.ufcstats.com/fighter-details/e065b4a42a6c2c79,"5' 5""",125 lbs.,"67.0""",Southpaw,9,5,0
Ludovit Klein,Ludovit,Klein,Mr. Highlight,http://www.ufcstats.com/fighter-details/5b86d491d63890c5,"5' 7""",155 lbs.,"72.0""",Southpaw,24,5,1
Nick Klein,Nick,Klein,Blue Collar,http://www.ufcstats.com/fighter-details/7eaa5e31c2dd86aa,"6' 1""",185 lbs.,"77.0""",Orthodox,6,3,0
Seth Kleinbeck,Seth,Kleinbeck,Mass Destruction,http://www.ufcstats.com/fighter-details/8ad022dd81224f61,"6' 2""",185 lbs.,--,,8,4,0
Stefan Klever,Stefan,Klever,,http://www.ufcstats.com/fighter-details/bc3876891e155bb5,--,185 lbs.,--,Orthodox,6,1,0
Fatima Kline,Fatima,Kline,The Archangel,http://www.ufcstats.com/fighter-details/745fa7b605f8e2da,"5' 6""",115 lbs.,"67.0""",Orthodox,9,1,0
Felix Klinkhammer,Felix,Klinkhammer,,http://www.ufcstats.com/fighter-details/8276f28f1ad087de,"6' 0""",170 lbs.,--,,7,0,0
Drakkar Klose,Drakkar,Klose,,http://www.ufcstats.com/fighter-details/7cbf7c78d3b34218,"5' 9""",155 lbs.,"70.0""",Orthodox,16,3,1
Michael Knaap,Michael,Knaap,Hammer,http://www.ufcstats.com/fighter-details/02f0e04acf102ea9,"6' 2""",220 lbs.,--,Orthodox,18,22,3
Kevin Knabjian,Kevin,Knabjian,,http://www.ufcstats.com/fighter-details/1fac46d466abd5b8,"5' 10""",170 lbs.,--,Orthodox,12,7,1
Jason Knight,Jason,Knight,The Kid,http://www.ufcstats.com/fighter-details/bb1a2cdad6ff34db,"5' 10""",145 lbs.,"71.0""",Orthodox,20,5,0
William Knight,William,Knight,Knightmare,http://www.ufcstats.com/fighter-details/5da33b8fbfa5ee95,"5' 10""",205 lbs.,"73.0""",Orthodox,11,5,0
Josefine Knutsson,Josefine,Knutsson,Thunder,http://www.ufcstats.com/fighter-details/971dba22c622af12,"5' 3""",115 lbs.,"60.0""",Orthodox,8,1,0
Seokhyeon Ko,Seokhyeon,Ko,The Korean Tyson,http://www.ufcstats.com/fighter-details/4a07b1988477502c,"5' 10""",170 lbs.,"71.0""",Southpaw,13,2,0
Isao Kobayashi,Isao,Kobayashi,,http://www.ufcstats.com/fighter-details/a02652d063ef5baa,"5' 8""",145 lbs.,--,,21,4,4
Kelly Kobold,Kelly,Kobold,Blood Red,http://www.ufcstats.com/fighter-details/c398235fcaf8d71d,"5' 6""",135 lbs.,--,Orthodox,19,3,1
Erik Koch,Erik,Koch,Phoenix,http://www.ufcstats.com/fighter-details/99bd87a300079ed9,"5' 10""",170 lbs.,"71.0""",Southpaw,16,6,0
Sokun Koh,Sokun,Koh,,http://www.ufcstats.com/fighter-details/6d8ef8706781c49e,"6' 1""",205 lbs.,--,,4,1,0
Shingo Kohara,Shingo,Kohara,,http://www.ufcstats.com/fighter-details/44c233770075cea1,"5' 6""",135 lbs.,--,,1,0,0
Brad Kohler,Brad,Kohler,,http://www.ufcstats.com/fighter-details/13c4313ed0f744f3,"5' 9""",220 lbs.,--,Orthodox,12,15,0
